POLY_ID,OPERACION,TIPO,LATITUD,LONGITUD,M2TOTAL,PRECIOUSD,BARRIO,COMUNA,buffer.3a_OPERACION,buffer.3a_TIPO,buffer.3a_LATITUD,buffer.3a_LONGITUD,buffer.3a_M2TOTAL,buffer.3a_PRECIOUSD,buffer.3a_BARRIO,buffer.3a_COMUNA,Matrix_distancia_f_TargetID,Matrix_distancia_f_Distance,Matrix_distancia_f_buffer.3a_OPERACION,Matrix_distancia_f_buffer.3a_TIPO,Matrix_distancia_f_buffer.3a_LATITUD,Matrix_distancia_f_buffer.3a_LONGITUD,Matrix_distancia_f_buffer.3a_M2TOTAL,Matrix_distancia_f_buffer.3a_PRECIOUSD,Matrix_distancia_f_buffer.3a_BARRIO,Matrix_distancia_f_buffer.3a_COMUNA,Matrix_.distancia_S_TargetID,Matrix_.distancia_S_Distance,count_NUMPOINTS,Matriz_distancia_O_TargetID,Matriz_distancia_O_Distance,residuos_reg_base,ln_preciousd,ln_m2total
558,VTA,TERRENO,-34.555504,-58.4828516,190,360000,SAAVEDRA,12,VTA,TERRENO,-34.555504,-58.4828516,190,360000,SAAVEDRA,12,-58.4870632,417.84607690281,VTA,TERRENO,-34.555504,-58.4828516,190,360000,SAAVEDRA,12,-58.4623784082243,1879.07102843295,294,Obelisco,10720.5827885754,-0.3203703872555963,12.793859310432293,5.247024072160486
559,VTA,TERRENO,-34.571611,-58.482837,342,1451000,VILLA URQUIZA,12,VTA,TERRENO,-34.571611,-58.482837,342,1451000,VILLA URQUIZA,12,-58.4789912,500.058713661156,VTA,TERRENO,-34.571611,-58.482837,342,1451000,VILLA URQUIZA,12,-58.4863853478891,443.002003121569,563,Obelisco,9948.21737690584,0.7554591717059915,14.187763531866326,5.834810737062605
560,VTA,TERRENO,-34.571606,-58.482835,346,1450000,VILLA URQUIZA,12,VTA,TERRENO,-34.571606,-58.482835,346,1450000,VILLA URQUIZA,12,-58.4789912,499.536298074177,VTA,TERRENO,-34.571606,-58.482835,346,1450000,VILLA URQUIZA,12,-58.4863853478891,443.513096855245,563,Obelisco,9948.24494165763,0.7479428285787377,14.187074114396758,5.846438775057725
561,VTA,TERRENO,-34.6862,-58.4828,290,380000,VILLA LUGANO,8,VTA,TERRENO,-34.6862,-58.4828,290,380000,VILLA LUGANO,8,-58.4925366,922.201467936273,VTA,TERRENO,-34.6862,-58.4828,290,380000,VILLA LUGANO,8,-58.4616517616898,5137.46676408594,150,Obelisco,13031.1956306231,0.4335578197367149,12.84792653170257,5.66988092298052
562,VTA,TERRENO,-34.55414,-58.482683,389,720000,SAAVEDRA,12,VTA,TERRENO,-34.55414,-58.482683,389,720000,SAAVEDRA,12,-58.4870632,402.085066598367,VTA,TERRENO,-34.55414,-58.482683,389,720000,SAAVEDRA,12,-58.4623784082243,1870.98180688604,291,Obelisco,10783.631517949,-0.0479192493056837,13.487006490992238,5.963579343618446
563,VTA,TERRENO,-34.572294,-58.482673,432,1400000,VILLA URQUIZA,12,VTA,TERRENO,-34.572294,-58.482673,432,1400000,VILLA URQUIZA,12,-58.4878391,544.666874474369,VTA,TERRENO,-34.572294,-58.482673,432,1400000,VILLA URQUIZA,12,-58.4863853478891,408.039412105488,550,Obelisco,9907.21909934043,0.5825210548038694,14.151982794585487,6.068425588244111
564,VTA,TERRENO,-34.5445922,-58.482647299999996,373,680000,SAAVEDRA,12,VTA,TERRENO,-34.5445922,-58.482647299999996,373,680000,SAAVEDRA,12,-58.494657,1125.43139658231,VTA,TERRENO,-34.5445922,-58.482647299999996,373,680000,SAAVEDRA,12,-58.4623784082243,2227.88849637699,215,Obelisco,11358.2101215263,-0.08041854303876352,13.42984807715229,5.921578419643816
565,VTA,TERRENO,-34.6223005,-58.4824035,171,300000,VILLA SANTA RITA,11,VTA,TERRENO,-34.6223005,-58.4824035,171,300000,VILLA SANTA RITA,11,-58.4808913,1126.22719503341,VTA,TERRENO,-34.6223005,-58.4824035,171,300000,VILLA SANTA RITA,11,-58.4696396292247,1496.55314437647,317,Obelisco,9472.92975732623,-0.0688760187160807,12.611537753638338,5.14166355650266
566,VTA,TERRENO,-34.55369,-58.482375,299,570000,SAAVEDRA,12,VTA,TERRENO,-34.55369,-58.482375,299,570000,SAAVEDRA,12,-58.4870632,432.384955392563,VTA,TERRENO,-34.55369,-58.482375,299,570000,SAAVEDRA,12,-58.4623784082243,1848.01420872513,301,Obelisco,10784.9596572448,-0.12704472386349602,13.253391639810733,5.700443573390687
567,VTA,TERRENO,-34.6074542,-58.4823326,200,245000,VILLA DEL PARQUE,11,VTA,TERRENO,-34.6074542,-58.4823326,200,245000,VILLA DEL PARQUE,11,-58.4935315,1229.12423052287,VTA,TERRENO,-34.6074542,-58.4823326,200,245000,VILLA DEL PARQUE,11,-58.4696396292247,2830.01743368104,348,Obelisco,9249.60424554742,-0.6929229937566117,12.409013489526863,5.298317366548036
568,VTA,TERRENO,-34.6546551,-58.4823017,220,190000,PARQUE AVELLANEDA,9,VTA,TERRENO,-34.6546551,-58.4823017,220,190000,PARQUE AVELLANEDA,9,-58.4808913,2474.94672457613,VTA,TERRENO,-34.6546551,-58.4823017,220,190000,PARQUE AVELLANEDA,9,-58.4616517616898,2273.15449945737,206,Obelisco,10826.2583016921,-0.4985961163774773,12.154779351142624,5.393627546352362
569,VTA,TERRENO,-34.6133858,-58.4822795,465,690000,VILLA SANTA RITA,11,VTA,TERRENO,-34.6133858,-58.4822795,465,690000,VILLA SANTA RITA,11,-58.4935315,1685.8041352757,VTA,TERRENO,-34.6133858,-58.4822795,465,690000,VILLA SANTA RITA,11,-58.4696396292247,2244.06923727085,383,Obelisco,9297.14875964683,0.17670462279679347,13.444446876573442,6.142037405587356
570,VTA,TERRENO,-34.5630093,-58.4822452,490,530000,VILLA URQUIZA,12,VTA,TERRENO,-34.5630093,-58.4822452,490,530000,VILLA URQUIZA,12,-58.4789912,670.132782630218,VTA,TERRENO,-34.5630093,-58.4822452,490,530000,VILLA URQUIZA,12,-58.4863853478891,1310.86789683114,299,Obelisco,10280.0176304443,-0.4627933292303182,13.180632285528304,6.194405391104672
571,VTA,TERRENO,-34.6339976,-58.4820985,577,900000,FLORESTA,10,VTA,TERRENO,-34.6339976,-58.4820985,577,900000,FLORESTA,10,-58.4808913,211.26607186645,VTA,TERRENO,-34.6339976,-58.4820985,577,900000,FLORESTA,10,-58.4696396292247,1199.31204638092,559,Obelisco,9810.21989550772,0.13298805767336638,13.710150042306449,6.3578422665081
572,VTA,TERRENO,-34.5435083,-58.4820685,174,650000,SAAVEDRA,12,VTA,TERRENO,-34.5435083,-58.4820685,174,650000,SAAVEDRA,12,-58.494657,1160.41185777702,VTA,TERRENO,-34.5435083,-58.4820685,174,650000,SAAVEDRA,12,-58.4623784082243,2253.42217637606,165,Obelisco,11385.0683414084,0.32214520173089556,13.38472764187182,5.159055299214529
573,VTA,TERRENO,-34.6212455,-58.4819994,282,400000,VILLA SANTA RITA,11,VTA,TERRENO,-34.6212455,-58.4819994,282,400000,VILLA SANTA RITA,11,-58.4808913,1238.86693729453,VTA,TERRENO,-34.6212455,-58.4819994,282,400000,VILLA SANTA RITA,11,-58.4696396292247,1544.76521618917,313,Obelisco,9411.94827803917,-0.0748914114104715,12.89921982609012,5.641907070938114
574,VTA,TERRENO,-34.6210379,-58.4819085,693,1250000,VILLA SANTA RITA,11,VTA,TERRENO,-34.6210379,-58.4819085,693,1250000,VILLA SANTA RITA,11,-58.4808913,1261.1766967605,VTA,TERRENO,-34.6210379,-58.4819085,693,1250000,VILLA SANTA RITA,11,-58.4696396292247,1554.46187642953,326,Obelisco,9399.06868959122,0.5366597163503439,14.038654109278484,6.541029999189903
575,VTA,TERRENO,-34.6088056,-58.4817267,259,430000,VILLA DEL PARQUE,11,VTA,TERRENO,-34.6088056,-58.4817267,259,430000,VILLA DEL PARQUE,11,-58.4935315,1361.19091596972,VTA,TERRENO,-34.6088056,-58.4817267,259,430000,VILLA DEL PARQUE,11,-58.4696396292247,2670.53430423711,370,Obelisco,9201.98016796347,-0.2821699490748841,12.971540487669746,5.556828061699537
576,VTA,TERRENO,-34.633976,-58.4817009,624,1200000,FLORESTA,10,VTA,TERRENO,-34.633976,-58.4817009,624,1200000,FLORESTA,10,-58.4808913,192.444138529416,VTA,TERRENO,-34.633976,-58.4817009,624,1200000,FLORESTA,10,-58.4696396292247,1163.88820346795,589,Obelisco,9775.14584003251,0.374694739433604,13.997832114758229,6.436150368369428
577,VTA,TERRENO,-34.6485963,-58.4816412,308,320000,PARQUE AVELLANEDA,9,VTA,TERRENO,-34.6485963,-58.4816412,308,320000,PARQUE AVELLANEDA,9,-58.4808913,1800.75131343834,VTA,TERRENO,-34.6485963,-58.4816412,308,320000,PARQUE AVELLANEDA,9,-58.4616517616898,1924.0922868475,159,Obelisco,10438.1724816283,-0.1748450681749553,12.676076274775909,5.730099782973574
578,VTA,TERRENO,-34.544121,-58.481521,92,370000,SAAVEDRA,12,VTA,TERRENO,-34.544121,-58.481521,92,370000,SAAVEDRA,12,-58.4870632,1215.61013256552,VTA,TERRENO,-34.544121,-58.481521,92,370000,SAAVEDRA,12,-58.4623784082243,2172.65383160065,189,Obelisco,11304.5098415202,0.13282086689568837,12.821258284620408,4.5217885770490405
579,VTA,TERRENO,-34.5430723,-58.4815067,174,650000,SAAVEDRA,12,VTA,TERRENO,-34.5430723,-58.4815067,174,650000,SAAVEDRA,12,-58.494657,1208.49472895152,VTA,TERRENO,-34.5430723,-58.4815067,174,650000,SAAVEDRA,12,-58.4623784082243,2242.04011504435,173,Obelisco,11371.9308154928,0.32214520173089556,13.38472764187182,5.159055299214529
580,VTA,TERRENO,-34.5614545,-58.4814937,316,850000,COGHLAN,12,VTA,TERRENO,-34.5614545,-58.4814937,316,850000,COGHLAN,12,-58.4753485,704.497402500895,VTA,TERRENO,-34.5614545,-58.4814937,316,850000,COGHLAN,12,-58.4863853478891,1496.01662303007,266,Obelisco,10295.5973635297,0.24881360833555813,13.652991628466498,5.755742213586912
581,VTA,TERRENO,-34.5742948,-58.4814889,1992,7600000,VILLA URQUIZA,12,VTA,TERRENO,-34.5742948,-58.4814889,1992,7600000,VILLA URQUIZA,12,-58.4878391,584.518013814528,VTA,TERRENO,-34.5742948,-58.4814889,1992,7600000,VILLA URQUIZA,12,-58.4810135036721,390.991706478325,554,Obelisco,9728.80126772471,1.3768192608326295,15.84365880525656,7.596894438144544
582,VTA,TERRENO,-34.6396294,-58.4814796,216,390000,PARQUE AVELLANEDA,9,VTA,TERRENO,-34.6396294,-58.4814796,216,390000,PARQUE AVELLANEDA,9,-58.4808913,806.509464166245,VTA,TERRENO,-34.6396294,-58.4814796,216,390000,PARQUE AVELLANEDA,9,-58.4696396292247,1469.10145002664,428,Obelisco,9988.92126242178,0.23129949487976137,12.873902018105829,5.375278407684165
583,VTA,TERRENO,-34.6222655,-58.4813671,900,1150000,VILLA SANTA RITA,11,VTA,TERRENO,-34.6222655,-58.4813671,900,1150000,VILLA SANTA RITA,11,-58.4808913,1122.38869089548,VTA,TERRENO,-34.6222655,-58.4813671,900,1150000,VILLA SANTA RITA,11,-58.4696396292247,1426.00227232679,310,Obelisco,9379.32474071989,0.2998285043885882,13.955272500339433,6.802394763324311
584,VTA,TERRENO,-34.553111,-58.481335,299,465000,SAAVEDRA,12,VTA,TERRENO,-34.553111,-58.481335,299,465000,SAAVEDRA,12,-58.4870632,536.473507514901,VTA,TERRENO,-34.553111,-58.481335,299,465000,SAAVEDRA,12,-58.4623784082243,1762.3469071496,268,Obelisco,10736.7284935983,-0.33064367910473624,13.049792684569493,5.700443573390687
585,VTA,TERRENO,-34.6692431,-58.4813318,2540,1500000,VILLA LUGANO,8,VTA,TERRENO,-34.6692431,-58.4813318,2540,1500000,VILLA LUGANO,8,-58.4769699,961.93343524245,VTA,TERRENO,-34.6692431,-58.4813318,2540,1500000,VILLA LUGANO,8,-58.4616517616898,3395.51798073476,167,Obelisco,11681.8218850551,0.5325578763382547,14.22097566607244,7.8399193600125825
586,VTA,TERRENO,-34.6338648,-58.4812822,312,730000,FLORESTA,10,VTA,TERRENO,-34.6338648,-58.4812822,312,730000,FLORESTA,10,-58.4808913,169.057177860092,VTA,TERRENO,-34.6338648,-58.4812822,312,730000,FLORESTA,10,-58.4696396292247,1123.56395333172,587,Obelisco,9734.85178133217,0.28461537977545115,13.500799813124575,5.7430031878094825
587,VTA,TERRENO,-34.634667,-58.48126,2600,1300000,FLORESTA,10,VTA,TERRENO,-34.634667,-58.48126,2600,1300000,FLORESTA,10,-58.4808913,256.443178564877,VTA,TERRENO,-34.634667,-58.48126,2600,1300000,FLORESTA,10,-58.4696396292247,1152.52289345371,589,Obelisco,9763.83005116894,-0.38313539686800274,14.077874822431765,7.8632667240095735
588,VTA,TERRENO,-34.5638253,-58.4811814,455,590000,VILLA URQUIZA,12,VTA,TERRENO,-34.5638253,-58.4811814,455,590000,VILLA URQUIZA,12,-58.4789912,547.620026306623,VTA,TERRENO,-34.5638253,-58.4811814,455,590000,VILLA URQUIZA,12,-58.4863853478891,1258.22668254726,319,Obelisco,10152.6029942964,-0.31203834210098536,13.287877815881902,6.12029741895095
589,VTA,TERRENO,-34.5770121,-58.4811062,304,1100000,VILLA URQUIZA,12,VTA,TERRENO,-34.5770121,-58.4811062,304,1100000,VILLA URQUIZA,12,-58.4878391,668.406894748648,VTA,TERRENO,-34.5770121,-58.4811062,304,1100000,VILLA URQUIZA,12,-58.4810135036721,87.5273063235066,418,Obelisco,9598.29968068811,0.5476678568604046,13.9108207377686,5.717027701406222
590,VTA,TERRENO,-34.633711,-58.481059,320,750000,FLORESTA,10,VTA,TERRENO,-34.633711,-58.481059,320,750000,FLORESTA,10,-58.4808913,148.948050428808,VTA,TERRENO,-34.633711,-58.481059,320,750000,FLORESTA,10,-58.4696396292247,1098.84334613277,595,Obelisco,9709.7792118246,0.29677973945671804,13.527828485512494,5.768320995793772
591,VTA,TERRENO,-34.6198518,-58.4810464,464,590000,VILLA SANTA RITA,11,VTA,TERRENO,-34.6198518,-58.4810464,464,590000,VILLA SANTA RITA,11,-58.4808913,1389.37367866395,VTA,TERRENO,-34.6198518,-58.4810464,464,590000,VILLA SANTA RITA,11,-58.4696396292247,1595.09060264591,350,Obelisco,9295.52389511543,0.02139952167042718,13.287877815881902,6.139884552226255
592,VTA,TERRENO,-34.6082563,-58.4810003,219,575000,VILLA DEL PARQUE,11,VTA,TERRENO,-34.6082563,-58.4810003,219,575000,VILLA DEL PARQUE,11,-58.4935315,1380.13191335933,VTA,TERRENO,-34.6082563,-58.4810003,219,575000,VILLA DEL PARQUE,11,-58.4696396292247,2699.68956624801,380,Obelisco,9131.9494292199,0.10690613382472712,13.262125319779487,5.389071729816501
593,VTA,TERRENO,-34.618652,-58.480956,256,249900,VILLA SANTA RITA,11,VTA,TERRENO,-34.618652,-58.480956,256,249900,VILLA SANTA RITA,11,-58.4808913,1522.41058985287,VTA,TERRENO,-34.618652,-58.480956,256,249900,VILLA SANTA RITA,11,-58.4696396292247,1692.72817410206,346,Obelisco,9262.73011009587,-0.4885042872621986,12.428816116823043,5.545177444479562
594,VTA,TERRENO,-34.563263,-58.480852,137,280000,VILLA URQUIZA,12,VTA,TERRENO,-34.563263,-58.480852,137,280000,VILLA URQUIZA,12,-58.4753485,551.533968346243,VTA,TERRENO,-34.563263,-58.480852,137,280000,VILLA URQUIZA,12,-58.4863853478891,1327.41666268599,320,Obelisco,10152.8605177335,-0.3526546703575418,12.542544882151386,4.919980925828125
595,VTA,TERRENO,-34.5988692,-58.4808158,420,360000,AGRONOMIA,15,VTA,TERRENO,-34.5988692,-58.4808158,420,360000,AGRONOMIA,15,-58.4935315,1198.94662912755,VTA,TERRENO,-34.5988692,-58.4808158,420,360000,AGRONOMIA,15,-58.4742408261771,2045.63420333944,220,Obelisco,9117.58134767285,-0.4025372884822214,12.793859310432293,6.040254711277414
596,VTA,TERRENO,-34.5800476,-58.4807587,217,580000,VILLA URQUIZA,12,VTA,TERRENO,-34.5800476,-58.4807587,217,580000,VILLA URQUIZA,12,-58.4878391,878.862269136023,VTA,TERRENO,-34.5800476,-58.4807587,217,580000,VILLA URQUIZA,12,-58.4810135036721,250.716079672489,279,Obelisco,9468.95716248988,0.10556276007409696,13.270783382522602,5.37989735354046
597,VTA,TERRENO,-34.5437177,-58.4805163,924,570000,SAAVEDRA,12,VTA,TERRENO,-34.5437177,-58.4805163,924,570000,SAAVEDRA,12,-58.4870632,1296.46650039953,VTA,TERRENO,-34.5437177,-58.4805163,924,570000,SAAVEDRA,12,-58.4623784082243,2126.32265651366,195,Obelisco,11256.2779528628,-0.789461303745718,13.253391639810733,6.828712071641684
598,VTA,TERRENO,-34.639059,-58.4805154,198,381000,PARQUE AVELLANEDA,9,VTA,TERRENO,-34.639059,-58.4805154,198,381000,PARQUE AVELLANEDA,9,-58.4808913,742.227509495864,VTA,TERRENO,-34.639059,-58.4805154,198,381000,PARQUE AVELLANEDA,9,-58.4696396292247,1361.2006244206,438,Obelisco,9882.6543635522,0.25903729265557773,12.850554654108839,5.288267030694535
599,VTA,TERRENO,-34.5489995,-58.4804759,157,390000,SAAVEDRA,12,VTA,TERRENO,-34.5489995,-58.4804759,157,390000,SAAVEDRA,12,-58.4870632,826.057379298171,VTA,TERRENO,-34.5489995,-58.4804759,157,390000,SAAVEDRA,12,-58.4623784082243,1817.13274216432,217,Obelisco,10916.6978728377,-0.1283200437990146,12.873902018105829,5.056245805348308
600,VTA,TERRENO,-34.6197299,-58.4803411,217,280000,VILLA SANTA RITA,11,VTA,TERRENO,-34.6197299,-58.4803411,217,280000,VILLA SANTA RITA,11,-58.4808913,1403.73071452707,VTA,TERRENO,-34.6197299,-58.4803411,217,280000,VILLA SANTA RITA,11,-58.4696396292247,1563.9504424065,344,Obelisco,9229.44901394012,-0.27773809446670417,12.542544882151386,5.37989735354046
601,VTA,TERRENO,-34.6199471,-58.4802444,442,399900,VILLA SANTA RITA,11,VTA,TERRENO,-34.6199471,-58.4802444,442,399900,VILLA SANTA RITA,11,-58.4808913,1380.00450876262,VTA,TERRENO,-34.6199471,-58.4802444,442,399900,VILLA SANTA RITA,11,-58.4696396292247,1539.64633442162,354,Obelisco,9225.40495346865,-0.3389898737847021,12.89896979483491,6.091309882077698
602,VTA,TERRENO,-34.637044,-58.480175,220,360000,VELEZ SARSFIELD,10,VTA,TERRENO,-34.637044,-58.480175,220,360000,VELEZ SARSFIELD,10,-58.4808913,522.042958897446,VTA,TERRENO,-34.637044,-58.480175,220,360000,VELEZ SARSFIELD,10,-58.4696396292247,1194.7263188072,515,Obelisco,9767.33639838242,0.09276750953593887,12.793859310432293,5.393627546352362
603,VTA,TERRENO,-34.600049,-58.480123,175,189000,VILLA DEL PARQUE,11,VTA,TERRENO,-34.600049,-58.480123,175,189000,VILLA DEL PARQUE,11,-58.4935315,1238.65142953908,VTA,TERRENO,-34.600049,-58.480123,175,189000,VILLA DEL PARQUE,11,-58.4742408261771,2154.24266938225,254,Obelisco,9047.24109686507,-0.8740367080159387,12.14950229404178,5.1647859739235145
604,VTA,TERRENO,-34.5445546,-58.4801195,750,570000,SAAVEDRA,12,VTA,TERRENO,-34.5445546,-58.4801195,750,570000,SAAVEDRA,12,-58.4870632,1233.3825645529,VTA,TERRENO,-34.5445546,-58.4801195,750,570000,SAAVEDRA,12,-58.4623784082243,2040.65994705458,220,Obelisco,11172.1063524303,-0.6669675501119021,13.253391639810733,6.620073206530356
605,VTA,TERRENO,-34.599946,-58.480075,163,175000,VILLA DEL PARQUE,11,VTA,TERRENO,-34.599946,-58.480075,163,175000,VILLA DEL PARQUE,11,-58.4935315,1244.4230657804,VTA,TERRENO,-34.599946,-58.480075,163,175000,VILLA DEL PARQUE,11,-58.4742408261771,2142.07830340109,253,Obelisco,9043.37023766146,-0.909292008053886,12.072541252905651,5.093750200806762
606,VTA,TERRENO,-34.652945,-58.480042,465,160000,PARQUE AVELLANEDA,9,VTA,TERRENO,-34.652945,-58.480042,465,160000,PARQUE AVELLANEDA,9,-58.4808913,2283.18594471888,VTA,TERRENO,-34.652945,-58.480042,465,160000,PARQUE AVELLANEDA,9,-58.4616517616898,1996.09871374523,244,Obelisco,10550.7137452769,-1.1098445308110516,11.982929094215963,6.142037405587356
607,VTA,TERRENO,-34.6331178,-58.4800249,488,1300000,FLORESTA,10,VTA,TERRENO,-34.6331178,-58.4800249,488,1300000,FLORESTA,10,-58.4808913,114.421228404472,VTA,TERRENO,-34.6331178,-58.4800249,488,1300000,FLORESTA,10,-58.4696396292247,989.116952270203,630,Obelisco,9598.2109338733,0.599069363967307,14.077874822431765,6.1903154058531475
608,VTA,TERRENO,-34.565172,-58.480005,120,590000,VILLA URQUIZA,12,VTA,TERRENO,-34.565172,-58.480005,120,590000,VILLA URQUIZA,12,-58.4789912,371.836220097023,VTA,TERRENO,-34.565172,-58.480005,120,590000,VILLA URQUIZA,12,-58.4863853478891,1171.49038676316,308,Obelisco,9990.65727918484,0.4704638539844473,13.287877815881902,4.787491742782046
609,VTA,TERRENO,-34.575903,-58.479987,470,775000,VILLA URQUIZA,12,VTA,TERRENO,-34.575903,-58.479987,470,775000,VILLA URQUIZA,12,-58.4878391,732.501422197714,VTA,TERRENO,-34.575903,-58.479987,470,775000,VILLA URQUIZA,12,-58.4810135036721,230.290579972858,416,Obelisco,9539.83563910209,-0.05834089167618311,13.560618308335483,6.152732694704104
610,VTA,TERRENO,-34.633389,-58.479953,152,575000,FLORESTA,10,VTA,TERRENO,-34.633389,-58.479953,152,575000,FLORESTA,10,-58.4808913,141.573700209514,VTA,TERRENO,-34.633389,-58.479953,152,575000,FLORESTA,10,-58.4696396292247,991.379294362824,610,Obelisco,9602.26542850846,0.4681442700256557,13.262125319779487,5.0238805208462765
611,VTA,TERRENO,-34.5867281,-58.4799524,160,340000,PARQUE CHAS,15,VTA,TERRENO,-34.5867281,-58.4799524,160,340000,PARQUE CHAS,15,-58.4878391,1516.72596836784,VTA,TERRENO,-34.5867281,-58.4799524,160,340000,PARQUE CHAS,15,-58.4742408261771,802.532602766247,130,Obelisco,9217.96351746327,-0.1487726289099046,12.736700896592344,5.075173815233827
612,VTA,TERRENO,-34.6198308,-58.4799313,260,349000,VILLA SANTA RITA,11,VTA,TERRENO,-34.6198308,-58.4799313,260,349000,VILLA SANTA RITA,11,-58.4808913,1394.41216420732,VTA,TERRENO,-34.6198308,-58.4799313,260,349000,VILLA SANTA RITA,11,-58.4696396292247,1531.81556664356,341,Obelisco,9194.73190303886,-0.1635958502181654,12.762827201184564,5.560681631015528
613,VTA,TERRENO,-34.57472,-58.479919,130,330000,VILLA URQUIZA,12,VTA,TERRENO,-34.57472,-58.479919,130,330000,VILLA URQUIZA,12,-58.4789912,704.340122529756,VTA,TERRENO,-34.57472,-58.479919,130,330000,VILLA URQUIZA,12,-58.4810135036721,355.847589884447,439,Obelisco,9577.27711345523,-0.15755982181497913,12.706847933442663,4.867534450455582
614,VTA,TERRENO,-34.5415758,-58.4798613,225,660000,SAAVEDRA,12,VTA,TERRENO,-34.5415758,-58.4798613,225,660000,SAAVEDRA,12,-58.4680326,1222.11046707732,VTA,TERRENO,-34.5415758,-58.4798613,225,660000,SAAVEDRA,12,-58.4623784082243,2238.25927295328,190,Obelisco,11350.6848143985,0.1864991827361369,13.399995114002609,5.41610040220442
615,VTA,TERRENO,-34.6585065,-58.4798337,152,390000,MATADEROS,9,VTA,TERRENO,-34.6585065,-58.4798337,152,390000,MATADEROS,9,-58.4769699,2082.59610790234,VTA,TERRENO,-34.6585065,-58.4798337,152,390000,MATADEROS,9,-58.4616517616898,2370.53168587582,298,Obelisco,10866.7425608702,0.6059192760222851,12.873902018105829,5.0238805208462765
616,VTA,TERRENO,-34.613895,-58.479794,245,750000,VILLA SANTA RITA,11,VTA,TERRENO,-34.613895,-58.479794,245,750000,VILLA SANTA RITA,11,-58.4935315,1875.699138383,VTA,TERRENO,-34.613895,-58.479794,245,750000,VILLA SANTA RITA,11,-58.4696396292247,2084.58193476058,383,Obelisco,9077.55759373003,0.636293458559787,13.527828485512494,5.501258210544727
617,VTA,TERRENO,-34.544281,-58.479737,718,500000,SAAVEDRA,12,VTA,TERRENO,-34.544281,-58.479737,718,500000,SAAVEDRA,12,-58.4870632,1277.59053292978,VTA,TERRENO,-34.544281,-58.479737,718,500000,SAAVEDRA,12,-58.4623784082243,2031.44716336213,220,Obelisco,11161.6390314898,-0.772395724900764,13.122363377404328,6.576469569048224
618,VTA,TERRENO,-34.599878,-58.479687,104,149000,VILLA DEL PARQUE,11,VTA,TERRENO,-34.599878,-58.479687,104,149000,VILLA DEL PARQUE,11,-58.4935315,1280.68766520613,VTA,TERRENO,-34.599878,-58.479687,104,149000,VILLA DEL PARQUE,11,-58.4742408261771,2126.12980186647,251,Obelisco,9008.17567032888,-0.8063087897164243,11.911701584927597,4.6443908991413725
619,VTA,TERRENO,-34.5789565,-58.4796312,416,2600000,VILLA URQUIZA,12,VTA,TERRENO,-34.5789565,-58.4796312,416,2600000,VILLA URQUIZA,12,-58.4878391,888.197767830513,VTA,TERRENO,-34.5789565,-58.4796312,416,2600000,VILLA URQUIZA,12,-58.4810135036721,180.611056488824,296,Obelisco,9404.32412080844,1.223717949102045,14.77102200299171,6.030685260261263
620,VTA,TERRENO,-34.5780617,-58.4795911,259,950000,VILLA URQUIZA,12,VTA,TERRENO,-34.5780617,-58.4795911,259,950000,VILLA URQUIZA,12,-58.4878391,843.109428978824,VTA,TERRENO,-34.5780617,-58.4795911,259,950000,VILLA URQUIZA,12,-58.4810135036721,133.765179028327,317,Obelisco,9430.33841962327,0.4951190315374539,13.764217263576723,5.556828061699537
621,VTA,TERRENO,-34.5708698,-58.4795715,230,370000,VILLA URQUIZA,12,VTA,TERRENO,-34.5708698,-58.4795715,230,370000,VILLA URQUIZA,12,-58.4789912,277.22480580726,VTA,TERRENO,-34.5708698,-58.4795715,230,370000,VILLA URQUIZA,12,-58.4863853478891,733.023747212209,372,Obelisco,9699.71777307135,-0.3781214869625776,12.821258284620408,5.438079308923196
622,VTA,TERRENO,-34.616379,-58.47947,257,460000,VILLA SANTA RITA,11,VTA,TERRENO,-34.616379,-58.47947,257,460000,VILLA SANTA RITA,11,-58.4661766,1762.26634761956,VTA,TERRENO,-34.616379,-58.47947,257,460000,VILLA SANTA RITA,11,-58.4696396292247,1827.31667813043,386,Obelisco,9086.42283428982,0.11937243753830051,13.038981768465277,5.54907608489522
623,VTA,TERRENO,-34.6333325,-58.4794282,312,750000,FLORESTA,10,VTA,TERRENO,-34.6333325,-58.4794282,312,750000,FLORESTA,10,-58.4808913,171.081793547489,VTA,TERRENO,-34.6333325,-58.4794282,312,750000,FLORESTA,10,-58.4696396292247,943.633123965115,630,Obelisco,9554.9118397257,0.31164405216337027,13.527828485512494,5.7430031878094825
624,VTA,TERRENO,-34.5470006,-58.4794145,132,350000,SAAVEDRA,12,VTA,TERRENO,-34.5470006,-58.4794145,132,350000,SAAVEDRA,12,-58.4870632,1052.83790988337,VTA,TERRENO,-34.5470006,-58.4794145,132,350000,SAAVEDRA,12,-58.4623784082243,1834.07726156014,240,Obelisco,10961.7417809267,-0.13470316539010818,12.765688433465597,4.882801922586371
625,VTA,TERRENO,-34.6173323,-58.4793969,1050,1300000,VILLA SANTA RITA,11,VTA,TERRENO,-34.6173323,-58.4793969,1050,1300000,VILLA SANTA RITA,11,-58.4808913,1674.41548730236,VTA,TERRENO,-34.6173323,-58.4793969,1050,1300000,VILLA SANTA RITA,11,-58.4696396292247,1732.63887731873,369,Obelisco,9096.70168246913,0.3319275763449978,14.077874822431765,6.956545443151569
