POLY_ID,OPERACION,TIPO,LATITUD,LONGITUD,M2TOTAL,PRECIOUSD,BARRIO,COMUNA,buffer.3a_OPERACION,buffer.3a_TIPO,buffer.3a_LATITUD,buffer.3a_LONGITUD,buffer.3a_M2TOTAL,buffer.3a_PRECIOUSD,buffer.3a_BARRIO,buffer.3a_COMUNA,Matrix_distancia_f_TargetID,Matrix_distancia_f_Distance,Matrix_distancia_f_buffer.3a_OPERACION,Matrix_distancia_f_buffer.3a_TIPO,Matrix_distancia_f_buffer.3a_LATITUD,Matrix_distancia_f_buffer.3a_LONGITUD,Matrix_distancia_f_buffer.3a_M2TOTAL,Matrix_distancia_f_buffer.3a_PRECIOUSD,Matrix_distancia_f_buffer.3a_BARRIO,Matrix_distancia_f_buffer.3a_COMUNA,Matrix_.distancia_S_TargetID,Matrix_.distancia_S_Distance,count_NUMPOINTS,Matriz_distancia_O_TargetID,Matriz_distancia_O_Distance,residuos_reg_base,ln_preciousd,ln_m2total
70,VTA,TERRENO,-34.6101453,-58.5175165,330,550000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6101453,-58.5175165,330,550000,VILLA DEVOTO SUR,11,-58.5124313,953.225052824091,VTA,TERRENO,-34.6101453,-58.5175165,330,550000,VILLA DEVOTO SUR,11,-58.4863853478891,4894.04408532399,250,Obelisco,12487.6870068067,-0.01377534994286458,13.217673557208654,5.799092654460526
71,VTA,TERRENO,-34.651075,-58.517495,388,490000,LINIERS,9,VTA,TERRENO,-34.651075,-58.517495,388,490000,LINIERS,9,-58.5263409,1577.99212649993,VTA,TERRENO,-34.651075,-58.517495,388,490000,LINIERS,9,-58.4696396292247,4935.24073488774,207,Obelisco,13524.1871787004,0.12040401028107917,13.102160670086809,5.961005339623274
72,VTA,TERRENO,-34.6123221,-58.5174706,800,1800000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6123221,-58.5174706,800,1800000,VILLA DEVOTO SUR,11,-58.5124313,1168.12926233591,VTA,TERRENO,-34.6123221,-58.5174706,800,1800000,VILLA DEVOTO SUR,11,-58.4696396292247,4837.37763753091,253,Obelisco,12499.4305357378,0.6519521058997263,14.403297222866392,6.684611727667927
73,VTA,TERRENO,-34.5944452,-58.5174419,251,350000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5944452,-58.5174419,251,350000,VILLA DEVOTO NORTE,11,-58.5124313,1019.80418120959,VTA,TERRENO,-34.5944452,-58.5174419,251,350000,VILLA DEVOTO NORTE,11,-58.4863853478891,3619.89503105809,102,Obelisco,12504.0912860676,-0.4684669357437238,12.765688433465597,5.5254529391317835
74,VTA,TERRENO,-34.5944443,-58.5174408,245,320000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5944443,-58.5174408,245,320000,VILLA DEVOTO NORTE,11,-58.5124313,1019.84783718501,VTA,TERRENO,-34.5944443,-58.5174408,245,320000,VILLA DEVOTO NORTE,11,-58.4863853478891,3619.75402466611,102,Obelisco,12503.9990085202,-0.5438741517387771,12.676076274775909,5.501258210544727
75,VTA,TERRENO,-34.613527,-58.5172918,815,1800000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.613527,-58.5172918,815,1800000,VILLA DEVOTO SUR,11,-58.5124313,1286.18993079258,VTA,TERRENO,-34.613527,-58.5172918,815,1800000,VILLA DEVOTO SUR,11,-58.4696396292247,4767.49557151649,239,Obelisco,12493.9153830434,0.6410457429046832,14.403297222866392,6.703188113240863
76,VTA,TERRENO,-34.6438877,-58.5172492,215,640000,LINIERS,9,VTA,TERRENO,-34.6438877,-58.5172492,215,640000,LINIERS,9,-58.5263409,1002.16425755113,VTA,TERRENO,-34.6438877,-58.5172492,215,640000,LINIERS,9,-58.4696396292247,4603.65511678855,254,Obelisco,13214.1866313223,0.7340767522570976,13.369223455335854,5.3706380281276624
77,VTA,TERRENO,-34.5893283,-58.5172414,168,320000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5893283,-58.5172414,168,320000,VILLA DEVOTO NORTE,11,-58.5170793,916.039003431911,VTA,TERRENO,-34.5893283,-58.5172414,168,320000,VILLA DEVOTO NORTE,11,-58.4863853478891,3284.38304039365,96,Obelisco,12545.6867758672,-0.32236131628387354,12.676076274775909,5.123963979403259
78,VTA,TERRENO,-34.6001916,-58.5166821,660,1000000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.6001916,-58.5166821,660,1000000,VILLA DEVOTO NORTE,11,-58.5124313,475.924053631634,VTA,TERRENO,-34.6001916,-58.5166821,660,1000000,VILLA DEVOTO NORTE,11,-58.4863853478891,3995.44488867211,181,Obelisco,12397.7342077184,0.01374590954323696,13.815510557964274,6.492239835020471
79,VTA,TERRENO,-34.6001742,-58.516654,660,1000000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.6001742,-58.516654,660,1000000,VILLA DEVOTO NORTE,11,-58.5124313,474.928917135842,VTA,TERRENO,-34.6001742,-58.516654,660,1000000,VILLA DEVOTO NORTE,11,-58.4863853478891,3992.26506095491,182,Obelisco,12395.2203669678,0.01374590954323696,13.815510557964274,6.492239835020471
80,VTA,TERRENO,-34.6519972,-58.516562,282,380000,LINIERS,9,VTA,TERRENO,-34.6519972,-58.516562,282,380000,LINIERS,9,-58.5263409,1709.83618394301,VTA,TERRENO,-34.6519972,-58.516562,282,380000,LINIERS,9,-58.4696396292247,4907.73191467025,207,Obelisco,13485.6251577637,0.05351533453842682,12.84792653170257,5.641907070938114
81,VTA,TERRENO,-34.6410726,-58.5165015,112,399000,LINIERS,9,VTA,TERRENO,-34.6410726,-58.5165015,112,399000,LINIERS,9,-58.5263409,934.560595519801,VTA,TERRENO,-34.6410726,-58.5165015,112,399000,LINIERS,9,-58.4696396292247,4448.00060499,262,Obelisco,13047.3435005852,0.6444467553244659,12.896716695872,4.718498871295094
82,VTA,TERRENO,-34.586834,-58.5163026,335,260000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.586834,-58.5163026,335,260000,VILLA DEVOTO NORTE,11,-58.5170793,643.177795210554,VTA,TERRENO,-34.586834,-58.5163026,335,260000,VILLA DEVOTO NORTE,11,-58.4863853478891,3076.07593031758,111,Obelisco,12498.9257265634,-0.9352036694581052,12.468436909997665,5.814130531825066
83,VTA,TERRENO,-34.5921932,-58.5162966,434,495000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5921932,-58.5162966,434,495000,VILLA DEVOTO NORTE,11,-58.5124313,1213.14670525137,VTA,TERRENO,-34.5921932,-58.5162966,434,495000,VILLA DEVOTO NORTE,11,-58.4863853478891,3385.69753070012,134,Obelisco,12422.786090571,-0.4433382766047437,13.112313041550827,6.073044534100405
84,VTA,TERRENO,-34.5902703,-58.5162526,660,4000000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5902703,-58.5162526,660,4000000,VILLA DEVOTO NORTE,11,-58.5170793,1023.23212987035,VTA,TERRENO,-34.5902703,-58.5162526,660,4000000,VILLA DEVOTO NORTE,11,-58.4863853478891,3261.98513621976,124,Obelisco,12442.6895718765,1.4000402706631274,15.201804919084164,6.492239835020471
85,VTA,TERRENO,-34.6181483,-58.5161164,350,629000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6181483,-58.5161164,350,629000,VILLA DEVOTO SUR,11,-58.5124313,1752.02467238289,VTA,TERRENO,-34.6181483,-58.5161164,350,629000,VILLA DEVOTO SUR,11,-58.4696396292247,4484.00019724944,203,Obelisco,12441.6835810256,0.08589184191717106,13.351886535682578,5.857933154483459
86,VTA,TERRENO,-34.6329555,-58.5161097,230,300000,VERSALLES,10,VTA,TERRENO,-34.6329555,-58.5161097,230,300000,VERSALLES,10,-58.5263409,1144.96353286843,VTA,TERRENO,-34.6329555,-58.5161097,230,300000,VERSALLES,10,-58.4696396292247,4268.37458661116,147,Obelisco,12755.745580841,-0.07609872924767268,12.611537753638338,5.438079308923196
87,VTA,TERRENO,-34.6479899,-58.5160384,225,290000,LINIERS,9,VTA,TERRENO,-34.6479899,-58.5160384,225,290000,LINIERS,9,-58.5263409,1383.87617586581,VTA,TERRENO,-34.6479899,-58.5160384,225,290000,LINIERS,9,-58.4696396292247,4666.23198899241,209,Obelisco,13270.9990168861,-0.08420186970073675,12.577636201962656,5.41610040220442
88,VTA,TERRENO,-34.651983,-58.51597,236,570000,LINIERS,9,VTA,TERRENO,-34.651983,-58.51597,236,570000,LINIERS,9,-58.5263409,1737.59001418043,VTA,TERRENO,-34.651983,-58.51597,236,570000,LINIERS,9,-58.4696396292247,4859.45822477011,215,Obelisco,13435.1935235447,0.563530032385412,13.253391639810733,5.4638318050256105
89,VTA,TERRENO,-34.587191,-58.515818,262,540000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.587191,-58.515818,262,540000,VILLA DEVOTO NORTE,11,-58.5170793,688.614148307242,VTA,TERRENO,-34.587191,-58.515818,262,540000,VILLA DEVOTO NORTE,11,-58.4863853478891,3054.7709291148,123,Obelisco,12449.0533140836,-0.06001297391208148,13.199324418540456,5.568344503761097
90,VTA,TERRENO,-34.5957669,-58.5154251,283,800000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5957669,-58.5154251,283,800000,VILLA DEVOTO NORTE,11,-58.5124313,811.605617099526,VTA,TERRENO,-34.5957669,-58.5154251,283,800000,VILLA DEVOTO NORTE,11,-58.4863853478891,3572.04505987191,154,Obelisco,12308.2475056485,0.28776210550140296,13.592367006650065,5.645446897643238
91,VTA,TERRENO,-34.5893726,-58.5153584,157,219000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5893726,-58.5153584,157,219000,VILLA DEVOTO NORTE,11,-58.5170793,934.27019875338,VTA,TERRENO,-34.5893726,-58.5153584,157,219000,VILLA DEVOTO NORTE,11,-58.4863853478891,3139.29777252647,149,Obelisco,12373.7395881772,-0.6618526334015535,12.296827008798639,5.056245805348308
92,VTA,TERRENO,-34.6120871,-58.5151627,492,620000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6120871,-58.5151627,492,620000,VILLA DEVOTO SUR,11,-58.5124313,1076.28737540066,VTA,TERRENO,-34.6120871,-58.5151627,492,620000,VILLA DEVOTO SUR,11,-58.4696396292247,4657.82364474472,240,Obelisco,12286.3957428762,-0.12845729813431717,13.337474757021274,6.198478716492308
93,VTA,TERRENO,-34.638466,-58.51495,161,260000,LINIERS,9,VTA,TERRENO,-34.638466,-58.51495,161,260000,LINIERS,9,-58.5263409,1045.37924104433,VTA,TERRENO,-34.638466,-58.51495,161,260000,LINIERS,9,-58.4696396292247,4242.8278400501,199,Obelisco,12822.8265720223,0.0031018911262817,12.468436909997665,5.081404364984463
94,VTA,TERRENO,-34.5927358,-58.5148615,353,450000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5927358,-58.5148615,353,450000,VILLA DEVOTO NORTE,11,-58.5124313,1122.34329614546,VTA,TERRENO,-34.5927358,-58.5148615,353,450000,VILLA DEVOTO NORTE,11,-58.4863853478891,3316.60797081499,159,Obelisco,12285.6913830061,-0.417365549280775,13.017002861746503,5.8664680569332965
95,VTA,TERRENO,-34.6153569,-58.5148186,184,260000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6153569,-58.5148186,184,260000,VILLA DEVOTO SUR,11,-58.5124313,1426.36059131462,VTA,TERRENO,-34.6153569,-58.5148186,184,260000,VILLA DEVOTO SUR,11,-58.4696396292247,4479.42377323664,164,Obelisco,12287.4775796051,-0.42004823070388647,12.468436909997665,5.214935757608986
96,VTA,TERRENO,-34.600793,-58.5146707,600,1500000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.600793,-58.5146707,600,1500000,VILLA DEVOTO NORTE,11,-58.5124313,291.03562648474,VTA,TERRENO,-34.600793,-58.5146707,600,1500000,VILLA DEVOTO NORTE,11,-58.4863853478891,3919.07569226178,198,Obelisco,12211.3247259708,0.4751684811734367,14.22097566607244,6.396929655216146
97,VTA,TERRENO,-34.6038845,-58.5143076,344,590000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6038845,-58.5143076,344,590000,VILLA DEVOTO SUR,11,-58.5124313,219.840078583507,VTA,TERRENO,-34.6038845,-58.5143076,344,590000,VILLA DEVOTO SUR,11,-58.4863853478891,4161.62622433161,214,Obelisco,12173.48258567,0.03203511554221443,13.287877815881902,5.840641657373398
98,VTA,TERRENO,-34.6088598,-58.5141155,216,320000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6088598,-58.5141155,216,320000,VILLA DEVOTO SUR,11,-58.5124313,705.820570612484,VTA,TERRENO,-34.6088598,-58.5141155,216,320000,VILLA DEVOTO SUR,11,-58.4810135036721,4592.97406732961,257,Obelisco,12168.8409908646,-0.3065474774677552,12.676076274775909,5.375278407684165
99,VTA,TERRENO,-34.6494077,-58.5141114,333,280000,LINIERS,9,VTA,TERRENO,-34.6494077,-58.5141114,333,280000,LINIERS,9,-58.5263409,1619.55129292689,VTA,TERRENO,-34.6494077,-58.5141114,333,280000,LINIERS,9,-58.4696396292247,4574.84827008427,210,Obelisco,13166.6376992765,-0.34946462419891916,12.542544882151386,5.808142489980444
100,VTA,TERRENO,-34.586647,-58.5141068,382,400000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.586647,-58.5141068,382,400000,VILLA DEVOTO NORTE,11,-58.5170793,675.933453263596,VTA,TERRENO,-34.586647,-58.5141068,382,400000,VILLA DEVOTO NORTE,11,-58.4863853478891,2887.84283344604,141,Obelisco,12302.9961261144,-0.5815023379077157,12.89921982609012,5.945420608606575
101,VTA,TERRENO,-34.609902,-58.514045,230,430000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.609902,-58.514045,230,430000,VILLA DEVOTO SUR,11,-58.5124313,817.828049428082,VTA,TERRENO,-34.609902,-58.514045,230,430000,VILLA DEVOTO SUR,11,-58.4810135036721,4676.13176408567,246,Obelisco,12168.2718146755,-0.04795423835078699,12.971540487669746,5.438079308923196
102,VTA,TERRENO,-34.6184269,-58.5138524,123,190000,MONTE CASTRO,10,VTA,TERRENO,-34.6184269,-58.5138524,123,190000,MONTE CASTRO,10,-58.5124313,1754.86683271585,VTA,TERRENO,-34.6184269,-58.5138524,123,190000,MONTE CASTRO,10,-58.4696396292247,4277.19469315723,215,Obelisco,12239.8484568655,-0.40471464149249753,12.154779351142624,4.812184355372417
103,VTA,TERRENO,-34.6446115,-58.5136229,336,490000,LINIERS,9,VTA,TERRENO,-34.6446115,-58.5136229,336,490000,LINIERS,9,-58.5263409,1328.50723762867,VTA,TERRENO,-34.6446115,-58.5136229,336,490000,LINIERS,9,-58.4696396292247,4317.69160227922,196,Obelisco,12929.5040928609,0.20488557694995255,13.102160670086809,5.817111159963204
104,VTA,TERRENO,-34.6390317,-58.5134083,312,650000,LINIERS,9,VTA,TERRENO,-34.6390317,-58.5134083,312,650000,LINIERS,9,-58.5021311,1079.07667870409,VTA,TERRENO,-34.6390317,-58.5134083,312,650000,LINIERS,9,-58.4696396292247,4118.10953235795,213,Obelisco,12707.2161821284,0.5309620055106979,13.38472764187182,5.7430031878094825
105,VTA,TERRENO,-34.6319725,-58.5133041,368,420000,VERSALLES,10,VTA,TERRENO,-34.6319725,-58.5133041,368,420000,VERSALLES,10,-58.5021311,1129.01249589607,VTA,TERRENO,-34.6319725,-58.5133041,368,420000,VERSALLES,10,-58.4696396292247,4006.30446615962,154,Obelisco,12479.3076699648,-0.01556984928297976,12.948009990259552,5.908082938168931
106,VTA,TERRENO,-34.617388,-58.513202,265,270000,MONTE CASTRO,10,VTA,TERRENO,-34.617388,-58.513202,265,270000,MONTE CASTRO,10,-58.5124313,1636.2983060456,VTA,TERRENO,-34.617388,-58.513202,265,270000,MONTE CASTRO,10,-58.4696396292247,4259.31825426054,182,Obelisco,12165.9062130108,-0.5039496016553429,12.506177237980511,5.579729825986222
107,VTA,TERRENO,-34.6439763,-58.5129197,138,185000,LINIERS,9,VTA,TERRENO,-34.6439763,-58.5129197,138,185000,LINIERS,9,-58.5021311,1308.8911919164,VTA,TERRENO,-34.6439763,-58.5129197,138,185000,LINIERS,9,-58.4696396292247,4232.52781690658,190,Obelisco,12844.5119337164,-0.2467206646749989,12.128111104060462,4.927253685157205
108,VTA,TERRENO,-34.6446064,-58.5127083,2054,950000,LINIERS,9,VTA,TERRENO,-34.6446064,-58.5127083,2054,950000,LINIERS,9,-58.5021311,1341.61778694193,VTA,TERRENO,-34.6446064,-58.5127083,2054,950000,LINIERS,9,-58.4696396292247,4239.26697119769,189,Obelisco,12850.7972463444,-0.19597945728327168,13.764217263576723,7.627544390488503
109,VTA,TERRENO,-34.6494743,-58.5126003,260,260000,LINIERS,9,VTA,TERRENO,-34.6494743,-58.5126003,260,260000,LINIERS,9,-58.5263409,1723.40648415362,VTA,TERRENO,-34.6494743,-58.5126003,260,260000,LINIERS,9,-58.4696396292247,4455.25466633461,213,Obelisco,13041.7233014393,-0.2782861010686155,12.468436909997665,5.560681631015528
110,VTA,TERRENO,-34.591077,-58.512513,115,840000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.591077,-58.512513,115,840000,VILLA DEVOTO NORTE,11,-58.5170793,1186.3397445637,VTA,TERRENO,-34.591077,-58.512513,115,840000,VILLA DEVOTO NORTE,11,-58.4863853478891,3033.5613045041,193,Obelisco,12091.4231134156,0.8652525874804484,13.641157170819497,4.74493212836325
111,VTA,TERRENO,-34.640531,-58.512371,352,630000,LINIERS,9,VTA,TERRENO,-34.640531,-58.512371,352,630000,LINIERS,9,-58.5021311,1052.18255443119,VTA,TERRENO,-34.640531,-58.512371,352,630000,LINIERS,9,-58.4696396292247,4066.82196013744,239,Obelisco,12669.2768708294,0.42888768577790753,13.353475098367715,5.863631175598097
112,VTA,TERRENO,-34.613406,-58.512336,173,220000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.613406,-58.512336,173,220000,VILLA DEVOTO SUR,11,-58.5124313,1193.06538283465,VTA,TERRENO,-34.613406,-58.512336,173,220000,VILLA DEVOTO SUR,11,-58.4696396292247,4360.59924871139,151,Obelisco,12039.960507134,-0.550910472945568,12.301382825334498,5.153291594497779
113,VTA,TERRENO,-34.6578235,-58.5121617,335,345000,MATADEROS,9,VTA,TERRENO,-34.6578235,-58.5121617,335,345000,MATADEROS,9,-58.5263409,2471.70717123214,VTA,TERRENO,-34.6578235,-58.5121617,335,345000,MATADEROS,9,-58.4616517616898,4902.32286621806,287,Obelisco,13392.8049455549,0.01935406713843969,12.751299696013497,5.814130531825066
114,VTA,TERRENO,-34.6328343,-58.5121598,374,340000,VERSALLES,10,VTA,TERRENO,-34.6328343,-58.5121598,374,340000,VERSALLES,10,-58.5021311,994.538077529084,VTA,TERRENO,-34.6328343,-58.5121598,374,340000,VERSALLES,10,-58.4696396292247,3906.03160708321,142,Obelisco,12402.2452951297,-0.23637417402771388,12.736700896592344,5.924255797414532
115,VTA,TERRENO,-34.6375893,-58.5120942,180,250000,LINIERS,9,VTA,TERRENO,-34.6375893,-58.5120942,180,250000,LINIERS,9,-58.5021311,925.526167965323,VTA,TERRENO,-34.6375893,-58.5120942,180,250000,LINIERS,9,-58.4696396292247,3966.93205022715,191,Obelisco,12543.8756209642,-0.10161228950002976,12.429216196844383,5.19295685089021
116,VTA,TERRENO,-34.6160245,-58.5120769,200,215000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6160245,-58.5120769,200,215000,VILLA DEVOTO SUR,11,-58.5124313,1483.86889032058,VTA,TERRENO,-34.6160245,-58.5120769,200,215000,VILLA DEVOTO SUR,11,-58.4696396292247,4218.79146550544,159,Obelisco,12045.5482978776,-0.6590459259058626,12.2783933071098,5.298317366548036
117,VTA,TERRENO,-34.6075103,-58.5120295,180,390000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6075103,-58.5120295,180,390000,VILLA DEVOTO SUR,11,-58.5124313,540.261523080302,VTA,TERRENO,-34.6075103,-58.5120295,180,390000,VILLA DEVOTO SUR,11,-58.4810135036721,4354.37972383577,231,Obelisco,11971.6267079655,-0.00167910884299429,12.873902018105829,5.19295685089021
118,VTA,TERRENO,-34.6589682,-58.5118698,642,1500000,MATADEROS,9,VTA,TERRENO,-34.6589682,-58.5118698,642,1500000,MATADEROS,9,-58.5263409,2594.15661679917,VTA,TERRENO,-34.6589682,-58.5118698,642,1500000,MATADEROS,9,-58.4616517616898,4920.40092722773,276,Obelisco,13426.2966684984,1.107140430898454,14.22097566607244,6.464588303689961
119,VTA,TERRENO,-34.662291,-58.5117772,450,293000,MATADEROS,9,VTA,TERRENO,-34.662291,-58.5117772,450,293000,MATADEROS,9,-58.5263409,2920.87678661758,VTA,TERRENO,-34.662291,-58.5117772,450,293000,MATADEROS,9,-58.4616517616898,5054.47270428802,219,Obelisco,13590.8444190423,-0.31728361495740526,12.587927887999204,6.1092475827643655
120,VTA,TERRENO,-34.5909537,-58.5117056,123,370000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5909537,-58.5117056,123,370000,VILLA DEVOTO NORTE,11,-58.5170793,1201.9898862043,VTA,TERRENO,-34.5909537,-58.5117056,123,370000,VILLA DEVOTO NORTE,11,-58.4863853478891,2966.84370188631,209,Obelisco,12019.4740168999,0.00586931412180158,12.821258284620408,4.812184355372417
121,VTA,TERRENO,-34.5796783,-58.5116884,299,315000,VILLA PUEYRREDON,12,VTA,TERRENO,-34.5796783,-58.5116884,299,315000,VILLA PUEYRREDON,12,-58.5170793,518.218005843763,VTA,TERRENO,-34.5796783,-58.5116884,299,315000,VILLA PUEYRREDON,12,-58.4863853478891,2396.60735577756,79,Obelisco,12229.3600468967,-0.35152943124657166,12.66032791780777,5.700443573390687
122,VTA,TERRENO,-34.5913163,-58.5116884,292,1290000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5913163,-58.5116884,292,1290000,VILLA DEVOTO NORTE,11,-58.5170793,1239.41327213492,VTA,TERRENO,-34.5913163,-58.5116884,292,1290000,VILLA DEVOTO NORTE,11,-58.4863853478891,2990.79957873366,212,Obelisco,12013.2070200082,0.7471673099952088,14.070152776337855,5.676753802268282
123,VTA,TERRENO,-34.591938,-58.5114174,400,850000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.591938,-58.5114174,400,850000,VILLA DEVOTO NORTE,11,-58.5124313,1192.11675885356,VTA,TERRENO,-34.591938,-58.5114174,400,850000,VILLA DEVOTO NORTE,11,-58.4863853478891,3015.76807855806,224,Obelisco,11980.7462188649,0.14523665418131668,13.652991628466498,5.991464547107982
124,VTA,TERRENO,-34.6664203,-58.5112659,216,139000,MATADEROS,9,VTA,TERRENO,-34.6664203,-58.5112659,216,139000,MATADEROS,9,-58.4925366,2606.15538416712,VTA,TERRENO,-34.6664203,-58.5112659,216,139000,MATADEROS,9,-58.4616517616898,5220.80774518046,137,Obelisco,13774.9536750744,-0.6320623888441392,11.842229212112828,5.375278407684165
125,VTA,TERRENO,-34.5984737,-58.511081,188,860000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5984737,-58.511081,188,860000,VILLA DEVOTO NORTE,11,-58.5124313,479.723170929657,VTA,TERRENO,-34.5984737,-58.511081,188,860000,VILLA DEVOTO NORTE,11,-58.4863853478891,3509.05707062203,217,Obelisco,11892.151759372,0.600213241780942,13.664687668229691,5.236441962829949
126,VTA,TERRENO,-34.6185848,-58.5110296,140,225000,MONTE CASTRO,10,VTA,TERRENO,-34.6185848,-58.5110296,140,225000,MONTE CASTRO,10,-58.5124313,1772.20536619087,VTA,TERRENO,-34.6185848,-58.5110296,140,225000,MONTE CASTRO,10,-58.4696396292247,4026.77167828108,205,Obelisco,11985.6921710274,-0.311644306714899,12.323855681186558,4.941642422609304
127,VTA,TERRENO,-34.6112638,-58.5109315,170,365000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6112638,-58.5109315,170,365000,VILLA DEVOTO SUR,11,-58.5124313,965.244756509728,VTA,TERRENO,-34.6112638,-58.5109315,170,365000,VILLA DEVOTO SUR,11,-58.4696396292247,4357.9597671862,183,Obelisco,11892.7330699297,-0.03437027569241594,12.80765263256463,5.135798437050262
128,VTA,TERRENO,-34.6535963,-58.5108504,248,260000,MATADEROS,9,VTA,TERRENO,-34.6535963,-58.5108504,248,260000,MATADEROS,9,-58.5021311,2083.79422583253,VTA,TERRENO,-34.6535963,-58.5108504,248,260000,MATADEROS,9,-58.4696396292247,4552.30772102867,294,Obelisco,13080.5427132727,-0.08696399682744842,12.468436909997665,5.5134287461649825
129,VTA,TERRENO,-34.6093512,-58.5107188,824,1350000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6093512,-58.5107188,824,1350000,VILLA DEVOTO SUR,11,-58.5124313,759.637750674856,VTA,TERRENO,-34.6093512,-58.5107188,824,1350000,VILLA DEVOTO SUR,11,-58.4810135036721,4436.05956394291,240,Obelisco,11860.3459426773,0.3469157948809631,14.115615150414612,6.714170529909472
130,VTA,TERRENO,-34.5816341,-58.510646,149,260000,VILLA PUEYRREDON,12,VTA,TERRENO,-34.5816341,-58.510646,149,260000,VILLA PUEYRREDON,12,-58.5170793,593.546411841407,VTA,TERRENO,-34.5816341,-58.510646,149,260000,VILLA PUEYRREDON,12,-58.4863853478891,2369.32337167735,99,Obelisco,12090.0844377676,-0.13450063094931225,12.468436909997665,5.003946305945459
131,VTA,TERRENO,-34.5889164,-58.5106013,178,250000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5889164,-58.5106013,178,250000,VILLA DEVOTO NORTE,11,-58.5170793,1053.8147094899,VTA,TERRENO,-34.5889164,-58.5106013,178,250000,VILLA DEVOTO NORTE,11,-58.4863853478891,2749.32072918134,223,Obelisco,11947.9937076138,-0.6031677841552109,12.429216196844383,5.181783550292085
