POLY_ID,OPERACION,TIPO,LATITUD,LONGITUD,M2TOTAL,PRECIOUSD,BARRIO,COMUNA,ln_preciousd,ln_m2total,residuos_mod1
26,VTA,TERRENO,-34.6304039,-58.5268168,210,285000,VERSALLES,10,12.560244459250788,5.3471075307174685,-0.07398167469943552
27,VTA,TERRENO,-34.6192592,-58.5267601,150,215000,VILLA REAL,10,12.2783933071098,5.0106352940962555,-0.06918554144698563
28,VTA,TERRENO,-34.6487204,-58.5265158,400,270000,LINIERS,9,12.506177237980511,5.991464547107982,-0.4934622964062403
29,VTA,TERRENO,-34.6437406,-58.5261273,325,450000,LINIERS,9,13.017002861746503,5.783825182329737,0.13927026536124384
30,VTA,TERRENO,-34.653615,-58.525846,203,299900,LINIERS,9,12.6112043647371,5.313205979041787,0.009776534063331585
32,VTA,TERRENO,-34.6141623,-58.525619,360,790000,VILLA REAL,10,13.579788224443204,5.886104031450156,0.7182138086160698
33,VTA,TERRENO,-34.6335909,-58.5253013,160,150000,VERSALLES,10,11.918390573078392,5.075173815233827,-0.5561808314837652
34,VTA,TERRENO,-34.6512917,-58.5246805,188,195000,LINIERS,9,12.180754837545884,5.236441962829949,-0.37560414900444095
35,VTA,TERRENO,-34.624261,-58.524103,160,205000,VERSALLES,10,12.230765258120545,5.075173815233827,-0.24380614644161422
36,VTA,TERRENO,-34.608865,-58.524078,329,520000,VILLA DEVOTO SUR,11,13.16158409055761,5.796057750765372,-0.06808299734686196
37,VTA,TERRENO,-34.615139,-58.523296,241,850000,VILLA DEVOTO SUR,11,13.652991628466498,5.484796933490655,0.6060685650119534
38,VTA,TERRENO,-34.6295935,-58.523183,320,299000,VERSALLES,10,12.608198852372823,5.768320995793772,-0.2733254941648355
39,VTA,TERRENO,-34.602125,-58.5230989,945,2600000,VILLA DEVOTO NORTE,11,14.77102200299171,6.851184927493743,0.758517463409793
40,VTA,TERRENO,-34.629831,-58.5230896,350,350000,VERSALLES,10,12.765688433465597,5.857933154483459,-0.16844801716528918
41,VTA,TERRENO,-34.631777,-58.522672,316,500000,VERSALLES,10,13.122363377404328,5.755742213586912,0.2482241469994502
42,VTA,TERRENO,-34.639087,-58.522496,242,780000,LINIERS,9,13.567049198665774,5.488937726156687,0.86244767921044585
43,VTA,TERRENO,-34.627738,-58.522478,440,2200000,VERSALLES,10,14.603967918328545,6.0867747269123065,1.5354765229498528
44,VTA,TERRENO,-34.6553546,-58.5223752,200,620000,MATADEROS,9,13.337474757021274,5.298317366548036,0.9083676752923131
45,VTA,TERRENO,-34.6583032,-58.5222934,199,350000,MATADEROS,9,12.765688433465597,5.293304824724492,0.3395242601103189
46,VTA,TERRENO,-34.6259821,-58.5222583,412,390000,VERSALLES,10,12.873902018105829,6.021023349349527,-0.15598615231779245
47,VTA,TERRENO,-34.6071459,-58.5222202,180,580000,VILLA DEVOTO SUR,11,13.270783382522602,5.19295685089021,0.39520225557376343
48,VTA,TERRENO,-34.6498199,-58.5219996,160,180000,LINIERS,9,12.100712129872347,5.075173815233827,-0.360964877219927
49,VTA,TERRENO,-34.6505473,-58.5215496,373,378000,LINIERS,9,12.842649474601725,5.921578419643816,-0.11595928598624586
50,VTA,TERRENO,-34.6016655,-58.5214115,213,350000,VILLA DEVOTO NORTE,11,12.765688433465597,5.3612921657094255,-0.37208666965473003
51,VTA,TERRENO,-34.6259107,-58.5206433,151,165000,VERSALLES,10,12.013700752882718,5.017279836814924,-0.42688057640971405
52,VTA,TERRENO,-34.60496,-58.5206,245,650000,VILLA DEVOTO SUR,11,13.38472764187182,5.501258210544727,0.32814001465114534
53,VTA,TERRENO,-34.6462703,-58.5201662,275,320000,LINIERS,9,12.676076274775909,5.616771097666572,-0.10357736647635654
54,VTA,TERRENO,-34.6040801,-58.5201252,245,480000,VILLA DEVOTO SUR,11,13.081541382884074,5.501258210544727,0.024953755663405165
55,VTA,TERRENO,-34.60578,-58.519866,290,690000,VILLA DEVOTO SUR,11,13.444446876573442,5.66988092298052,0.2888593387505254
56,VTA,TERRENO,-34.5972486,-58.5198471,433,650000,VILLA DEVOTO NORTE,11,13.38472764187182,6.07073772800249,-0.1695693296825645
57,VTA,TERRENO,-34.627572,-58.51981,1310,1400000,VERSALLES,10,14.151982794585487,7.177782416195197,0.44295097529150557
58,VTA,TERRENO,-34.6138793,-58.5197657,190,350000,VILLA DEVOTO SUR,11,12.765688433465597,5.247024072160486,-0.14163604522362397
59,VTA,TERRENO,-34.6493822,-58.5197387,216,250000,LINIERS,9,12.429216196844383,5.375278407684165,-0.20865491479487058
61,VTA,TERRENO,-34.6425032,-58.5192796,170,370000,LINIERS,9,12.821258284620408,5.135798437050262,0.32398801696777335
62,VTA,TERRENO,-34.6535433,-58.5191575,114,210000,LINIERS,9,12.254862809699606,4.736198448394496,-0.007798711704542982
63,VTA,TERRENO,-34.6134689,-58.5191326,3000,1600000,VILLA DEVOTO SUR,11,14.28551418721001,8.006367567650246,-0.24184566766495846
64,VTA,TERRENO,-34.6138529,-58.5190936,164,290000,VILLA DEVOTO SUR,11,12.577636201962656,5.099866427824199,-0.2432907006036138
65,VTA,TERRENO,-34.6210784,-58.5188038,162,225000,VILLA REAL,10,12.323855681186558,5.087596335232384,-0.06890768659822567
66,VTA,TERRENO,-34.6475,-58.51798,299,335000,LINIERS,9,12.721885810807203,5.700443573390687,-0.10689269326394718
67,VTA,TERRENO,-34.58967,-58.517972,163,880000,VILLA DEVOTO NORTE,11,13.687677186454389,5.093750200806762,0.7069783764686458
68,VTA,TERRENO,-34.601866,-58.51793,466,1500000,VILLA DEVOTO NORTE,11,14.22097566607244,6.1441856341256456,0.6235567684436928
69,VTA,TERRENO,-34.593291,-58.517883,530,580000,VILLA DEVOTO NORTE,11,13.270783382522602,6.272877006546167,-0.4021913769522377
70,VTA,TERRENO,-34.6101453,-58.5175165,330,550000,VILLA DEVOTO SUR,11,13.217673557208654,5.799092654460526,-0.013775349942864586
71,VTA,TERRENO,-34.651075,-58.517495,388,490000,LINIERS,9,13.102160670086809,5.961005339623274,0.12040401028107917
72,VTA,TERRENO,-34.6123221,-58.5174706,800,1800000,VILLA DEVOTO SUR,11,14.403297222866392,6.684611727667927,0.6519521058997263
73,VTA,TERRENO,-34.5944452,-58.5174419,251,350000,VILLA DEVOTO NORTE,11,12.765688433465597,5.5254529391317835,-0.4684669357437238
74,VTA,TERRENO,-34.5944443,-58.5174408,245,320000,VILLA DEVOTO NORTE,11,12.676076274775909,5.501258210544727,-0.5438741517387771
75,VTA,TERRENO,-34.613527,-58.5172918,815,1800000,VILLA DEVOTO SUR,11,14.403297222866392,6.703188113240863,0.6410457429046832
76,VTA,TERRENO,-34.6438877,-58.5172492,215,640000,LINIERS,9,13.369223455335854,5.3706380281276624,0.7340767522570976
77,VTA,TERRENO,-34.5893283,-58.5172414,168,320000,VILLA DEVOTO NORTE,11,12.676076274775909,5.123963979403259,-0.32236131628387354
78,VTA,TERRENO,-34.6001916,-58.5166821,660,1000000,VILLA DEVOTO NORTE,11,13.815510557964274,6.492239835020471,0.013745909543236966
79,VTA,TERRENO,-34.6001742,-58.516654,660,1000000,VILLA DEVOTO NORTE,11,13.815510557964274,6.492239835020471,0.013745909543236966
80,VTA,TERRENO,-34.6519972,-58.516562,282,380000,LINIERS,9,12.84792653170257,5.641907070938114,0.05351533453842682
81,VTA,TERRENO,-34.6410726,-58.5165015,112,399000,LINIERS,9,12.896716695872,4.718498871295094,0.6444467553244659
82,VTA,TERRENO,-34.586834,-58.5163026,335,260000,VILLA DEVOTO NORTE,11,12.468436909997665,5.814130531825066,-0.9352036694581051
83,VTA,TERRENO,-34.5921932,-58.5162966,434,495000,VILLA DEVOTO NORTE,11,13.112313041550827,6.073044534100405,-0.4433382766047437
84,VTA,TERRENO,-34.5902703,-58.5162526,660,4000000,VILLA DEVOTO NORTE,11,15.201804919084164,6.492239835020471,1.4000402706631274
85,VTA,TERRENO,-34.6181483,-58.5161164,350,629000,VILLA DEVOTO SUR,11,13.351886535682578,5.857933154483459,0.08589184191717106
86,VTA,TERRENO,-34.6329555,-58.5161097,230,300000,VERSALLES,10,12.611537753638338,5.438079308923196,-0.07609872924767268
87,VTA,TERRENO,-34.6479899,-58.5160384,225,290000,LINIERS,9,12.577636201962656,5.41610040220442,-0.08420186970073675
88,VTA,TERRENO,-34.651983,-58.51597,236,570000,LINIERS,9,13.253391639810733,5.4638318050256105,0.563530032385412
89,VTA,TERRENO,-34.587191,-58.515818,262,540000,VILLA DEVOTO NORTE,11,13.199324418540456,5.568344503761097,-0.06001297391208148
90,VTA,TERRENO,-34.5957669,-58.5154251,283,800000,VILLA DEVOTO NORTE,11,13.592367006650065,5.645446897643238,0.28776210550140296
91,VTA,TERRENO,-34.5893726,-58.5153584,157,219000,VILLA DEVOTO NORTE,11,12.296827008798639,5.056245805348308,-0.6618526334015535
92,VTA,TERRENO,-34.6120871,-58.5151627,492,620000,VILLA DEVOTO SUR,11,13.337474757021274,6.198478716492308,-0.12845729813431717
93,VTA,TERRENO,-34.638466,-58.51495,161,260000,LINIERS,9,12.468436909997665,5.081404364984463,0.003101891126281701
94,VTA,TERRENO,-34.5927358,-58.5148615,353,450000,VILLA DEVOTO NORTE,11,13.017002861746503,5.8664680569332965,-0.41736554928077507
95,VTA,TERRENO,-34.6153569,-58.5148186,184,260000,VILLA DEVOTO SUR,11,12.468436909997665,5.214935757608986,-0.42004823070388647
96,VTA,TERRENO,-34.600793,-58.5146707,600,1500000,VILLA DEVOTO NORTE,11,14.22097566607244,6.396929655216146,0.4751684811734367
97,VTA,TERRENO,-34.6038845,-58.5143076,344,590000,VILLA DEVOTO SUR,11,13.287877815881902,5.840641657373398,0.032035115542214436
98,VTA,TERRENO,-34.6088598,-58.5141155,216,320000,VILLA DEVOTO SUR,11,12.676076274775909,5.375278407684165,-0.3065474774677552
99,VTA,TERRENO,-34.6494077,-58.5141114,333,280000,LINIERS,9,12.542544882151386,5.808142489980444,-0.34946462419891916
100,VTA,TERRENO,-34.586647,-58.5141068,382,400000,VILLA DEVOTO NORTE,11,12.89921982609012,5.945420608606575,-0.5815023379077157
101,VTA,TERRENO,-34.609902,-58.514045,230,430000,VILLA DEVOTO SUR,11,12.971540487669746,5.438079308923196,-0.04795423835078699
102,VTA,TERRENO,-34.6184269,-58.5138524,123,190000,MONTE CASTRO,10,12.154779351142624,4.812184355372417,-0.40471464149249753
103,VTA,TERRENO,-34.6446115,-58.5136229,336,490000,LINIERS,9,13.102160670086809,5.817111159963204,0.20488557694995255
104,VTA,TERRENO,-34.6390317,-58.5134083,312,650000,LINIERS,9,13.38472764187182,5.7430031878094825,0.5309620055106979
105,VTA,TERRENO,-34.6319725,-58.5133041,368,420000,VERSALLES,10,12.948009990259552,5.908082938168931,-0.015569849282979763
106,VTA,TERRENO,-34.617388,-58.513202,265,270000,MONTE CASTRO,10,12.506177237980511,5.579729825986222,-0.5039496016553429
107,VTA,TERRENO,-34.6439763,-58.5129197,138,185000,LINIERS,9,12.128111104060462,4.927253685157205,-0.2467206646749989
108,VTA,TERRENO,-34.6446064,-58.5127083,2054,950000,LINIERS,9,13.764217263576723,7.627544390488503,-0.19597945728327168
109,VTA,TERRENO,-34.6494743,-58.5126003,260,260000,LINIERS,9,12.468436909997665,5.560681631015528,-0.2782861010686155
110,VTA,TERRENO,-34.591077,-58.512513,115,840000,VILLA DEVOTO NORTE,11,13.641157170819497,4.74493212836325,0.8652525874804484
111,VTA,TERRENO,-34.640531,-58.512371,352,630000,LINIERS,9,13.353475098367715,5.863631175598097,0.42888768577790753
112,VTA,TERRENO,-34.613406,-58.512336,173,220000,VILLA DEVOTO SUR,11,12.301382825334498,5.153291594497779,-0.550910472945568
113,VTA,TERRENO,-34.6578235,-58.5121617,335,345000,MATADEROS,9,12.751299696013497,5.814130531825066,0.019354067138439696
114,VTA,TERRENO,-34.6328343,-58.5121598,374,340000,VERSALLES,10,12.736700896592344,5.924255797414532,-0.23637417402771388
115,VTA,TERRENO,-34.6375893,-58.5120942,180,250000,LINIERS,9,12.429216196844383,5.19295685089021,-0.10161228950002976
116,VTA,TERRENO,-34.6160245,-58.5120769,200,215000,VILLA DEVOTO SUR,11,12.2783933071098,5.298317366548036,-0.6590459259058626
117,VTA,TERRENO,-34.6075103,-58.5120295,180,390000,VILLA DEVOTO SUR,11,12.873902018105829,5.19295685089021,-0.0016791088429942938
118,VTA,TERRENO,-34.6589682,-58.5118698,642,1500000,MATADEROS,9,14.22097566607244,6.464588303689961,1.107140430898454
119,VTA,TERRENO,-34.662291,-58.5117772,450,293000,MATADEROS,9,12.587927887999204,6.1092475827643655,-0.31728361495740526
120,VTA,TERRENO,-34.5909537,-58.5117056,123,370000,VILLA DEVOTO NORTE,11,12.821258284620408,4.812184355372417,0.005869314121801588
121,VTA,TERRENO,-34.5796783,-58.5116884,299,315000,VILLA PUEYRREDON,12,12.66032791780777,5.700443573390687,-0.35152943124657166
122,VTA,TERRENO,-34.5913163,-58.5116884,292,1290000,VILLA DEVOTO NORTE,11,14.070152776337855,5.676753802268282,0.7471673099952088
123,VTA,TERRENO,-34.591938,-58.5114174,400,850000,VILLA DEVOTO NORTE,11,13.652991628466498,5.991464547107982,0.14523665418131668
124,VTA,TERRENO,-34.6664203,-58.5112659,216,139000,MATADEROS,9,11.842229212112828,5.375278407684165,-0.6320623888441392
125,VTA,TERRENO,-34.5984737,-58.511081,188,860000,VILLA DEVOTO NORTE,11,13.664687668229691,5.236441962829949,0.600213241780942
126,VTA,TERRENO,-34.6185848,-58.5110296,140,225000,MONTE CASTRO,10,12.323855681186558,4.941642422609304,-0.311644306714899
127,VTA,TERRENO,-34.6112638,-58.5109315,170,365000,VILLA DEVOTO SUR,11,12.80765263256463,5.135798437050262,-0.03437027569241594
128,VTA,TERRENO,-34.6535963,-58.5108504,248,260000,MATADEROS,9,12.468436909997665,5.5134287461649825,-0.08696399682744842
129,VTA,TERRENO,-34.6093512,-58.5107188,824,1350000,VILLA DEVOTO SUR,11,14.115615150414612,6.714170529909472,0.3469157948809631
130,VTA,TERRENO,-34.5816341,-58.510646,149,260000,VILLA PUEYRREDON,12,12.468436909997665,5.003946305945459,-0.13450063094931225
131,VTA,TERRENO,-34.5889164,-58.5106013,178,250000,VILLA DEVOTO NORTE,11,12.429216196844383,5.181783550292085,-0.6031677841552109
132,VTA,TERRENO,-34.6569646,-58.5104993,180,260000,MATADEROS,9,12.468436909997665,5.19295685089021,0.10118793433553851
133,VTA,TERRENO,-34.5913479,-58.510279,196,600000,VILLA DEVOTO NORTE,11,13.304684934198283,5.278114659230517,0.21574409300257782
134,VTA,TERRENO,-34.6557726,-58.5102586,304,650000,MATADEROS,9,13.38472764187182,5.717027701406222,0.7097919578127743
135,VTA,TERRENO,-34.650133,-58.5101998,373,340000,MATADEROS,9,12.736700896592344,5.921578419643816,-0.05832835331334411
136,VTA,TERRENO,-34.62993,-58.509829,131,175000,VILLA LURO,10,12.072541252905651,4.875197323201151,-0.5360449989382612
137,VTA,TERRENO,-34.631364,-58.509828,394,400000,VILLA LURO,10,12.89921982609012,5.976350909297934,-0.3558635969129633
138,VTA,TERRENO,-34.614644,-58.509746,277,500000,VILLA DEVOTO SUR,11,13.122363377404328,5.6240175061873385,-0.0062973360492587895
139,VTA,TERRENO,-34.587848,-58.509682,433,599000,VILLA DEVOTO NORTE,11,13.303016877097587,6.07073772800249,-0.25128009445679694
140,VTA,TERRENO,-34.579576,-58.509599,357,450000,VILLA PUEYRREDON,12,13.017002861746503,5.877735781779639,-0.098944336933906
141,VTA,TERRENO,-34.6544521,-58.509543,262,265000,MATADEROS,9,12.487485104968359,5.568344503761097,-0.10015733690346543
142,VTA,TERRENO,-34.60192,-58.509542,207,515000,VILLA DEVOTO NORTE,11,13.151922179645874,5.332718793265369,0.030922760398164745
143,VTA,TERRENO,-34.6072061,-58.509465,164,270000,VILLA DEVOTO SUR,11,12.506177237980511,5.099866427824199,-0.3147496645857592
144,VTA,TERRENO,-34.5899445,-58.5093441,390,290000,VILLA DEVOTO NORTE,11,12.577636201962656,5.966146739123692,-0.9152544596158727
145,VTA,TERRENO,-34.6069276,-58.5093401,500,750000,VILLA DEVOTO SUR,11,13.527828485512494,6.214608098422191,0.052426725202348444
146,VTA,TERRENO,-34.5789678,-58.5090176,153,240000,VILLA PUEYRREDON,12,12.388394202324129,5.030437921392435,-0.2300968042448559
147,VTA,TERRENO,-34.6044312,-58.5089295,150,470000,VILLA DEVOTO SUR,11,13.060487973686241,5.0106352940962555,0.2919494720322585
148,VTA,TERRENO,-34.622118,-58.508875,211,440000,MONTE CASTRO,10,12.994530005894443,5.351858133476067,0.11818868578567228
149,VTA,TERRENO,-34.6105377,-58.5087321,251,330000,VILLA DEVOTO SUR,11,12.706847933442663,5.5254529391317835,-0.36394463647264025
150,VTA,TERRENO,-34.6178697,-58.5086797,300,430000,MONTE CASTRO,10,12.971540487669746,5.703782474656201,-0.11141877739027113
151,VTA,TERRENO,-34.6668158,-58.5084701,750,250000,MATADEROS,9,12.429216196844383,6.620073206530356,-0.7759056227928859
152,VTA,TERRENO,-34.6313422,-58.5083554,153,375000,VILLA LURO,10,12.834681304952548,5.030437921392435,0.13495190210145092
153,VTA,TERRENO,-34.657279,-58.508291,200,282000,MATADEROS,9,12.54966234992025,5.298317366548036,0.12055526819128386
154,VTA,TERRENO,-34.6644884,-58.5081814,400,250000,MATADEROS,9,12.429216196844383,5.991464547107982,-0.4068438268600853
155,VTA,TERRENO,-34.6548324,-58.5081807,207,390000,MATADEROS,9,12.873902018105829,5.332718793265369,0.4245975494388336
156,VTA,TERRENO,-34.5911955,-58.5080558,1975,690000,VILLA DEVOTO NORTE,11,13.444446876573442,7.5883236773352225,-1.0008384508489336
157,VTA,TERRENO,-34.6666634,-58.5079723,366,220000,MATADEROS,9,12.301382825334498,5.902633333401366,-0.4825235940979904
158,VTA,TERRENO,-34.594974,-58.50793,305,435000,VILLA DEVOTO NORTE,11,12.983101310070822,5.720311776607412,-0.36545743464754016
159,VTA,TERRENO,-34.6488013,-58.5078093,112,246000,MATADEROS,9,12.4130868149145,4.718498871295094,0.32439638504925256
160,VTA,TERRENO,-34.6041551,-58.5077801,375,720000,VILLA DEVOTO SUR,11,13.487006490992238,5.926926025970411,0.18050546204377327
161,VTA,TERRENO,-34.659333,-58.5076078,231,170000,MATADEROS,9,12.043553716032399,5.442417710521793,-0.47015597328768466
162,VTA,TERRENO,-34.6171824,-58.507583,500,365000,MONTE CASTRO,10,12.80765263256463,6.214608098422191,-0.575216949176049
163,VTA,TERRENO,-34.583987,-58.507475,139,279500,VILLA PUEYRREDON,12,12.540757571577291,4.9344739331306915,-0.021392114645744736
164,VTA,TERRENO,-34.6098263,-58.507201,270,380000,VILLA DEVOTO SUR,11,12.84792653170257,5.598421958998375,-0.26570680586007533
165,VTA,TERRENO,-34.649912,-58.507189,330,346000,MATADEROS,9,12.75419405403986,5.799092654460526,0.031077298175038674
166,VTA,TERRENO,-34.6018494,-58.5071493,526,990000,VILLA DEVOTO NORTE,11,13.805460222110773,6.26530121273771,0.13693327929683421
167,VTA,TERRENO,-34.6394263,-58.5070402,263,1200000,VILLA LURO,10,13.997832114758229,5.572154032177765,0.980056312552916
168,VTA,TERRENO,-34.62452,-58.507014,311,675000,MONTE CASTRO,10,13.422467969854667,5.739792912179234,0.31836665314555473
169,VTA,TERRENO,-34.6189381,-58.5069122,239,380000,MONTE CASTRO,10,12.84792653170257,5.476463551931511,-0.10157174994151053
170,VTA,TERRENO,-34.601489,-58.506895,247,655000,VILLA DEVOTO NORTE,11,13.39239051461739,5.5093883366279774,0.1676668179791234
171,VTA,TERRENO,-34.6339888,-58.5068217,2542,4500000,VILLA LURO,10,15.319587954740548,7.8407064517494,0.969924629852774
172,VTA,TERRENO,-34.620707,-58.506699,823,1850000,MONTE CASTRO,10,14.430696197054507,6.71295620067707,0.7552419637010234
173,VTA,TERRENO,-34.6664345,-58.5064999,378,280000,MATADEROS,9,12.542544882151386,5.934894195619588,-0.2603021795553251
174,VTA,TERRENO,-34.56953,-58.506477,410,499900,VILLA URQUIZA,12,13.122163357401663,6.016157159698354,-0.41661111802154166
175,VTA,TERRENO,-34.6110474,-58.5064741,3225,1500000,VILLA DEVOTO SUR,11,14.22097566607244,8.078688229229872,-0.3488442994700333
176,VTA,TERRENO,-34.621685,-58.506468,253,360000,MONTE CASTRO,10,12.793859310432293,5.53338948872752,-0.18906070054080654
177,VTA,TERRENO,-34.621915,-58.506294,350,193000,MONTE CASTRO,10,12.170445467887022,5.857933154483459,-1.0030170473089166
178,VTA,TERRENO,-34.6692603,-58.5062702,225,145000,MATADEROS,9,11.884489021402711,5.41610040220442,-0.6137695395783959
179,VTA,TERRENO,-34.6194048,-58.5062337,353,490000,MONTE CASTRO,10,13.102160670086809,5.8664680569332965,-0.07631276307698462
180,VTA,TERRENO,-34.5845811,-58.5062045,167,269000,VILLA PUEYRREDON,12,12.502466658583977,5.117993812416755,-0.16742919884345017
181,VTA,TERRENO,-34.619756,-58.506148,375,575000,MONTE CASTRO,10,13.262125319779487,5.926926025970411,0.04815646940049055
183,VTA,TERRENO,-34.568809,-58.505939,411,510000,VILLA URQUIZA,12,13.142166004700508,6.018593214496234,-0.39803870039774186
184,VTA,TERRENO,-34.6244624,-58.5059043,99,300000,MONTE CASTRO,10,12.611537753638338,4.59511985013459,0.1794842837124494
185,VTA,TERRENO,-34.6116356,-58.5058205,353,700000,VILLA DEVOTO SUR,11,13.458835614025542,5.8664680569332965,0.1878300022922809
186,VTA,TERRENO,-34.648268,-58.505744,484,600000,MATADEROS,9,13.304684934198283,6.182084906716632,0.356709983449746
187,VTA,TERRENO,-34.5962713,-58.5056772,260,700000,VILLA DEVOTO NORTE,11,13.458835614025542,5.560681631015528,0.2039971630608335
188,VTA,TERRENO,-34.6697367,-58.5055176,224,140000,MATADEROS,9,11.84939770159144,5.4116460518550396,-0.6462456702493088
189,VTA,TERRENO,-34.6447257,-58.5055117,372,423000,LINIERS,9,12.955127458028414,5.918893854273146,-0.00190517009280556
190,VTA,TERRENO,-34.591933,-58.5054899,319,700000,VILLA DEVOTO NORTE,11,13.458835614025542,5.765191102784844,0.08392781338657415
191,VTA,TERRENO,-34.6020496,-58.505443,326,1400000,VILLA DEL PARQUE,11,14.151982794585487,5.786897381366708,0.763196591650448
192,VTA,TERRENO,-34.57239,-58.505353,353,620000,VILLA PUEYRREDON,12,13.337474757021274,5.8664680569332965,0.22814294090923293
193,VTA,TERRENO,-34.5724598,-58.5052413,254,600000,VILLA PUEYRREDON,12,13.304684934198283,5.537334267018537,0.3885905254737401
194,VTA,TERRENO,-34.646806,-58.505207,132,159900,LINIERS,9,11.982303898822046,4.882801922586371,-0.3664298404305793
195,VTA,TERRENO,-34.5697151,-58.5051821,254,430000,VILLA URQUIZA,12,12.971540487669746,5.537334267018537,-0.2861127622384697
196,VTA,TERRENO,-34.5910372,-58.5050564,150,210000,VILLA PUEYRREDON,12,12.254862809699606,5.0106352940962555,-0.3520018963331568
197,VTA,TERRENO,-34.594476,-58.5050066,628,489000,VILLA DEVOTO NORTE,11,13.10011776845701,6.4425401664681985,-0.6724677576941858
198,VTA,TERRENO,-34.6351328,-58.5049852,160,249000,VILLA LURO,10,12.425208175446844,5.075173815233827,-0.3007860729107316
199,VTA,TERRENO,-34.6401451,-58.5049797,301,650000,VILLA LURO,10,13.38472764187182,5.707110264748875,0.2877178220969964
200,VTA,TERRENO,-34.568517,-58.504932,239,269000,VILLA URQUIZA,12,12.502466658583977,5.476463551931511,-0.7194488471920233
201,VTA,TERRENO,-34.6268803,-58.5048229,184,235000,VELEZ SARSFIELD,10,12.367340793126296,5.214935757608986,-0.2288394519339116
202,VTA,TERRENO,-34.609282,-58.5048,300,860000,VILLA DEVOTO SUR,11,13.664687668229691,5.703782474656201,0.4891962246002065
203,VTA,TERRENO,-34.6005074,-58.5047823,368,1100000,VILLA DEVOTO NORTE,11,13.9108207377686,5.908082938168931,0.4520198557975283
204,VTA,TERRENO,-34.6149622,-58.5047255,1100,990000,MONTE CASTRO,10,13.805460222110773,7.003065458786462,-0.04031976512744051
