POLY_ID,OPERACION,TIPO,LATITUD,LONGITUD,M2TOTAL,PRECIOUSD,BARRIO,COMUNA,buffer 3a_OPERACION,buffer 3a_TIPO,buffer 3a_LATITUD,buffer 3a_LONGITUD,buffer 3a_M2TOTAL,buffer 3a_PRECIOUSD,buffer 3a_BARRIO,buffer 3a_COMUNA,Matrix_distancia_f_TargetID,Matrix_distancia_f_Distance,Matrix_distancia_f_buffer 3a_OPERACION,Matrix_distancia_f_buffer 3a_TIPO,Matrix_distancia_f_buffer 3a_LATITUD,Matrix_distancia_f_buffer 3a_LONGITUD,Matrix_distancia_f_buffer 3a_M2TOTAL,Matrix_distancia_f_buffer 3a_PRECIOUSD,Matrix_distancia_f_buffer 3a_BARRIO,Matrix_distancia_f_buffer 3a_COMUNA,Matrix_ distancia_S_TargetID,Matrix_ distancia_S_Distance,count_NUMPOINTS,Matriz_distancia_O_TargetID,Matriz_distancia_O_Distance
80,VTA,TERRENO,-34.6519972,-58.516562,282,380000,LINIERS,9,VTA,TERRENO,-34.6519972,-58.516562,282,380000,LINIERS,9,-58.5263409,1709.83618394301,VTA,TERRENO,-34.6519972,-58.516562,282,380000,LINIERS,9,-58.4696396292247,4907.73191467025,207,Obelisco,13485.6251577637
81,VTA,TERRENO,-34.6410726,-58.5165015,112,399000,LINIERS,9,VTA,TERRENO,-34.6410726,-58.5165015,112,399000,LINIERS,9,-58.5263409,934.560595519801,VTA,TERRENO,-34.6410726,-58.5165015,112,399000,LINIERS,9,-58.4696396292247,4448.00060499,262,Obelisco,13047.3435005852
82,VTA,TERRENO,-34.586834,-58.5163026,335,260000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.586834,-58.5163026,335,260000,VILLA DEVOTO NORTE,11,-58.5170793,643.177795210554,VTA,TERRENO,-34.586834,-58.5163026,335,260000,VILLA DEVOTO NORTE,11,-58.4863853478891,3076.07593031758,111,Obelisco,12498.9257265634
83,VTA,TERRENO,-34.5921932,-58.5162966,434,495000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5921932,-58.5162966,434,495000,VILLA DEVOTO NORTE,11,-58.5124313,1213.14670525137,VTA,TERRENO,-34.5921932,-58.5162966,434,495000,VILLA DEVOTO NORTE,11,-58.4863853478891,3385.69753070012,134,Obelisco,12422.786090571
84,VTA,TERRENO,-34.5902703,-58.5162526,660,4000000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5902703,-58.5162526,660,4000000,VILLA DEVOTO NORTE,11,-58.5170793,1023.23212987035,VTA,TERRENO,-34.5902703,-58.5162526,660,4000000,VILLA DEVOTO NORTE,11,-58.4863853478891,3261.98513621976,124,Obelisco,12442.6895718765
85,VTA,TERRENO,-34.6181483,-58.5161164,350,629000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6181483,-58.5161164,350,629000,VILLA DEVOTO SUR,11,-58.5124313,1752.02467238289,VTA,TERRENO,-34.6181483,-58.5161164,350,629000,VILLA DEVOTO SUR,11,-58.4696396292247,4484.00019724944,203,Obelisco,12441.6835810256
86,VTA,TERRENO,-34.6329555,-58.5161097,230,300000,VERSALLES,10,VTA,TERRENO,-34.6329555,-58.5161097,230,300000,VERSALLES,10,-58.5263409,1144.96353286843,VTA,TERRENO,-34.6329555,-58.5161097,230,300000,VERSALLES,10,-58.4696396292247,4268.37458661116,147,Obelisco,12755.745580841
87,VTA,TERRENO,-34.6479899,-58.5160384,225,290000,LINIERS,9,VTA,TERRENO,-34.6479899,-58.5160384,225,290000,LINIERS,9,-58.5263409,1383.87617586581,VTA,TERRENO,-34.6479899,-58.5160384,225,290000,LINIERS,9,-58.4696396292247,4666.23198899241,209,Obelisco,13270.9990168861
88,VTA,TERRENO,-34.651983,-58.51597,236,570000,LINIERS,9,VTA,TERRENO,-34.651983,-58.51597,236,570000,LINIERS,9,-58.5263409,1737.59001418043,VTA,TERRENO,-34.651983,-58.51597,236,570000,LINIERS,9,-58.4696396292247,4859.45822477011,215,Obelisco,13435.1935235447
89,VTA,TERRENO,-34.587191,-58.515818,262,540000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.587191,-58.515818,262,540000,VILLA DEVOTO NORTE,11,-58.5170793,688.614148307242,VTA,TERRENO,-34.587191,-58.515818,262,540000,VILLA DEVOTO NORTE,11,-58.4863853478891,3054.7709291148,123,Obelisco,12449.0533140836
90,VTA,TERRENO,-34.5957669,-58.5154251,283,800000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5957669,-58.5154251,283,800000,VILLA DEVOTO NORTE,11,-58.5124313,811.605617099526,VTA,TERRENO,-34.5957669,-58.5154251,283,800000,VILLA DEVOTO NORTE,11,-58.4863853478891,3572.04505987191,154,Obelisco,12308.2475056485
91,VTA,TERRENO,-34.5893726,-58.5153584,157,219000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5893726,-58.5153584,157,219000,VILLA DEVOTO NORTE,11,-58.5170793,934.27019875338,VTA,TERRENO,-34.5893726,-58.5153584,157,219000,VILLA DEVOTO NORTE,11,-58.4863853478891,3139.29777252647,149,Obelisco,12373.7395881772
92,VTA,TERRENO,-34.6120871,-58.5151627,492,620000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6120871,-58.5151627,492,620000,VILLA DEVOTO SUR,11,-58.5124313,1076.28737540066,VTA,TERRENO,-34.6120871,-58.5151627,492,620000,VILLA DEVOTO SUR,11,-58.4696396292247,4657.82364474472,240,Obelisco,12286.3957428762
93,VTA,TERRENO,-34.638466,-58.51495,161,260000,LINIERS,9,VTA,TERRENO,-34.638466,-58.51495,161,260000,LINIERS,9,-58.5263409,1045.37924104433,VTA,TERRENO,-34.638466,-58.51495,161,260000,LINIERS,9,-58.4696396292247,4242.8278400501,199,Obelisco,12822.8265720223
94,VTA,TERRENO,-34.5927358,-58.5148615,353,450000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5927358,-58.5148615,353,450000,VILLA DEVOTO NORTE,11,-58.5124313,1122.34329614546,VTA,TERRENO,-34.5927358,-58.5148615,353,450000,VILLA DEVOTO NORTE,11,-58.4863853478891,3316.60797081499,159,Obelisco,12285.6913830061
95,VTA,TERRENO,-34.6153569,-58.5148186,184,260000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6153569,-58.5148186,184,260000,VILLA DEVOTO SUR,11,-58.5124313,1426.36059131462,VTA,TERRENO,-34.6153569,-58.5148186,184,260000,VILLA DEVOTO SUR,11,-58.4696396292247,4479.42377323664,164,Obelisco,12287.4775796051
96,VTA,TERRENO,-34.600793,-58.5146707,600,1500000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.600793,-58.5146707,600,1500000,VILLA DEVOTO NORTE,11,-58.5124313,291.03562648474,VTA,TERRENO,-34.600793,-58.5146707,600,1500000,VILLA DEVOTO NORTE,11,-58.4863853478891,3919.07569226178,198,Obelisco,12211.3247259708
97,VTA,TERRENO,-34.6038845,-58.5143076,344,590000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6038845,-58.5143076,344,590000,VILLA DEVOTO SUR,11,-58.5124313,219.840078583507,VTA,TERRENO,-34.6038845,-58.5143076,344,590000,VILLA DEVOTO SUR,11,-58.4863853478891,4161.62622433161,214,Obelisco,12173.48258567
98,VTA,TERRENO,-34.6088598,-58.5141155,216,320000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6088598,-58.5141155,216,320000,VILLA DEVOTO SUR,11,-58.5124313,705.820570612484,VTA,TERRENO,-34.6088598,-58.5141155,216,320000,VILLA DEVOTO SUR,11,-58.4810135036721,4592.97406732961,257,Obelisco,12168.8409908646
99,VTA,TERRENO,-34.6494077,-58.5141114,333,280000,LINIERS,9,VTA,TERRENO,-34.6494077,-58.5141114,333,280000,LINIERS,9,-58.5263409,1619.55129292689,VTA,TERRENO,-34.6494077,-58.5141114,333,280000,LINIERS,9,-58.4696396292247,4574.84827008427,210,Obelisco,13166.6376992765
100,VTA,TERRENO,-34.586647,-58.5141068,382,400000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.586647,-58.5141068,382,400000,VILLA DEVOTO NORTE,11,-58.5170793,675.933453263596,VTA,TERRENO,-34.586647,-58.5141068,382,400000,VILLA DEVOTO NORTE,11,-58.4863853478891,2887.84283344604,141,Obelisco,12302.9961261144
101,VTA,TERRENO,-34.609902,-58.514045,230,430000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.609902,-58.514045,230,430000,VILLA DEVOTO SUR,11,-58.5124313,817.828049428082,VTA,TERRENO,-34.609902,-58.514045,230,430000,VILLA DEVOTO SUR,11,-58.4810135036721,4676.13176408567,246,Obelisco,12168.2718146755
102,VTA,TERRENO,-34.6184269,-58.5138524,123,190000,MONTE CASTRO,10,VTA,TERRENO,-34.6184269,-58.5138524,123,190000,MONTE CASTRO,10,-58.5124313,1754.86683271585,VTA,TERRENO,-34.6184269,-58.5138524,123,190000,MONTE CASTRO,10,-58.4696396292247,4277.19469315723,215,Obelisco,12239.8484568655
103,VTA,TERRENO,-34.6446115,-58.5136229,336,490000,LINIERS,9,VTA,TERRENO,-34.6446115,-58.5136229,336,490000,LINIERS,9,-58.5263409,1328.50723762867,VTA,TERRENO,-34.6446115,-58.5136229,336,490000,LINIERS,9,-58.4696396292247,4317.69160227922,196,Obelisco,12929.5040928609
104,VTA,TERRENO,-34.6390317,-58.5134083,312,650000,LINIERS,9,VTA,TERRENO,-34.6390317,-58.5134083,312,650000,LINIERS,9,-58.5021311,1079.07667870409,VTA,TERRENO,-34.6390317,-58.5134083,312,650000,LINIERS,9,-58.4696396292247,4118.10953235795,213,Obelisco,12707.2161821284
105,VTA,TERRENO,-34.6319725,-58.5133041,368,420000,VERSALLES,10,VTA,TERRENO,-34.6319725,-58.5133041,368,420000,VERSALLES,10,-58.5021311,1129.01249589607,VTA,TERRENO,-34.6319725,-58.5133041,368,420000,VERSALLES,10,-58.4696396292247,4006.30446615962,154,Obelisco,12479.3076699648
106,VTA,TERRENO,-34.617388,-58.513202,265,270000,MONTE CASTRO,10,VTA,TERRENO,-34.617388,-58.513202,265,270000,MONTE CASTRO,10,-58.5124313,1636.2983060456,VTA,TERRENO,-34.617388,-58.513202,265,270000,MONTE CASTRO,10,-58.4696396292247,4259.31825426054,182,Obelisco,12165.9062130108
107,VTA,TERRENO,-34.6439763,-58.5129197,138,185000,LINIERS,9,VTA,TERRENO,-34.6439763,-58.5129197,138,185000,LINIERS,9,-58.5021311,1308.8911919164,VTA,TERRENO,-34.6439763,-58.5129197,138,185000,LINIERS,9,-58.4696396292247,4232.52781690658,190,Obelisco,12844.5119337164
108,VTA,TERRENO,-34.6446064,-58.5127083,2054,950000,LINIERS,9,VTA,TERRENO,-34.6446064,-58.5127083,2054,950000,LINIERS,9,-58.5021311,1341.61778694193,VTA,TERRENO,-34.6446064,-58.5127083,2054,950000,LINIERS,9,-58.4696396292247,4239.26697119769,189,Obelisco,12850.7972463444
109,VTA,TERRENO,-34.6494743,-58.5126003,260,260000,LINIERS,9,VTA,TERRENO,-34.6494743,-58.5126003,260,260000,LINIERS,9,-58.5263409,1723.40648415362,VTA,TERRENO,-34.6494743,-58.5126003,260,260000,LINIERS,9,-58.4696396292247,4455.25466633461,213,Obelisco,13041.7233014393
110,VTA,TERRENO,-34.591077,-58.512513,115,840000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.591077,-58.512513,115,840000,VILLA DEVOTO NORTE,11,-58.5170793,1186.3397445637,VTA,TERRENO,-34.591077,-58.512513,115,840000,VILLA DEVOTO NORTE,11,-58.4863853478891,3033.5613045041,193,Obelisco,12091.4231134156
111,VTA,TERRENO,-34.640531,-58.512371,352,630000,LINIERS,9,VTA,TERRENO,-34.640531,-58.512371,352,630000,LINIERS,9,-58.5021311,1052.18255443119,VTA,TERRENO,-34.640531,-58.512371,352,630000,LINIERS,9,-58.4696396292247,4066.82196013744,239,Obelisco,12669.2768708294
112,VTA,TERRENO,-34.613406,-58.512336,173,220000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.613406,-58.512336,173,220000,VILLA DEVOTO SUR,11,-58.5124313,1193.06538283465,VTA,TERRENO,-34.613406,-58.512336,173,220000,VILLA DEVOTO SUR,11,-58.4696396292247,4360.59924871139,151,Obelisco,12039.960507134
113,VTA,TERRENO,-34.6578235,-58.5121617,335,345000,MATADEROS,9,VTA,TERRENO,-34.6578235,-58.5121617,335,345000,MATADEROS,9,-58.5263409,2471.70717123214,VTA,TERRENO,-34.6578235,-58.5121617,335,345000,MATADEROS,9,-58.4616517616898,4902.32286621806,287,Obelisco,13392.8049455549
114,VTA,TERRENO,-34.6328343,-58.5121598,374,340000,VERSALLES,10,VTA,TERRENO,-34.6328343,-58.5121598,374,340000,VERSALLES,10,-58.5021311,994.538077529084,VTA,TERRENO,-34.6328343,-58.5121598,374,340000,VERSALLES,10,-58.4696396292247,3906.03160708321,142,Obelisco,12402.2452951297
115,VTA,TERRENO,-34.6375893,-58.5120942,180,250000,LINIERS,9,VTA,TERRENO,-34.6375893,-58.5120942,180,250000,LINIERS,9,-58.5021311,925.526167965323,VTA,TERRENO,-34.6375893,-58.5120942,180,250000,LINIERS,9,-58.4696396292247,3966.93205022715,191,Obelisco,12543.8756209642
116,VTA,TERRENO,-34.6160245,-58.5120769,200,215000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6160245,-58.5120769,200,215000,VILLA DEVOTO SUR,11,-58.5124313,1483.86889032058,VTA,TERRENO,-34.6160245,-58.5120769,200,215000,VILLA DEVOTO SUR,11,-58.4696396292247,4218.79146550544,159,Obelisco,12045.5482978776
117,VTA,TERRENO,-34.6075103,-58.5120295,180,390000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6075103,-58.5120295,180,390000,VILLA DEVOTO SUR,11,-58.5124313,540.261523080302,VTA,TERRENO,-34.6075103,-58.5120295,180,390000,VILLA DEVOTO SUR,11,-58.4810135036721,4354.37972383577,231,Obelisco,11971.6267079655
118,VTA,TERRENO,-34.6589682,-58.5118698,642,1500000,MATADEROS,9,VTA,TERRENO,-34.6589682,-58.5118698,642,1500000,MATADEROS,9,-58.5263409,2594.15661679917,VTA,TERRENO,-34.6589682,-58.5118698,642,1500000,MATADEROS,9,-58.4616517616898,4920.40092722773,276,Obelisco,13426.2966684984
119,VTA,TERRENO,-34.662291,-58.5117772,450,293000,MATADEROS,9,VTA,TERRENO,-34.662291,-58.5117772,450,293000,MATADEROS,9,-58.5263409,2920.87678661758,VTA,TERRENO,-34.662291,-58.5117772,450,293000,MATADEROS,9,-58.4616517616898,5054.47270428802,219,Obelisco,13590.8444190423
120,VTA,TERRENO,-34.5909537,-58.5117056,123,370000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5909537,-58.5117056,123,370000,VILLA DEVOTO NORTE,11,-58.5170793,1201.9898862043,VTA,TERRENO,-34.5909537,-58.5117056,123,370000,VILLA DEVOTO NORTE,11,-58.4863853478891,2966.84370188631,209,Obelisco,12019.4740168999
121,VTA,TERRENO,-34.5796783,-58.5116884,299,315000,VILLA PUEYRREDON,12,VTA,TERRENO,-34.5796783,-58.5116884,299,315000,VILLA PUEYRREDON,12,-58.5170793,518.218005843763,VTA,TERRENO,-34.5796783,-58.5116884,299,315000,VILLA PUEYRREDON,12,-58.4863853478891,2396.60735577756,79,Obelisco,12229.3600468967
122,VTA,TERRENO,-34.5913163,-58.5116884,292,1290000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5913163,-58.5116884,292,1290000,VILLA DEVOTO NORTE,11,-58.5170793,1239.41327213492,VTA,TERRENO,-34.5913163,-58.5116884,292,1290000,VILLA DEVOTO NORTE,11,-58.4863853478891,2990.79957873366,212,Obelisco,12013.2070200082
123,VTA,TERRENO,-34.591938,-58.5114174,400,850000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.591938,-58.5114174,400,850000,VILLA DEVOTO NORTE,11,-58.5124313,1192.11675885356,VTA,TERRENO,-34.591938,-58.5114174,400,850000,VILLA DEVOTO NORTE,11,-58.4863853478891,3015.76807855806,224,Obelisco,11980.7462188649
124,VTA,TERRENO,-34.6664203,-58.5112659,216,139000,MATADEROS,9,VTA,TERRENO,-34.6664203,-58.5112659,216,139000,MATADEROS,9,-58.4925366,2606.15538416712,VTA,TERRENO,-34.6664203,-58.5112659,216,139000,MATADEROS,9,-58.4616517616898,5220.80774518046,137,Obelisco,13774.9536750744
125,VTA,TERRENO,-34.5984737,-58.511081,188,860000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5984737,-58.511081,188,860000,VILLA DEVOTO NORTE,11,-58.5124313,479.723170929657,VTA,TERRENO,-34.5984737,-58.511081,188,860000,VILLA DEVOTO NORTE,11,-58.4863853478891,3509.05707062203,217,Obelisco,11892.151759372
126,VTA,TERRENO,-34.6185848,-58.5110296,140,225000,MONTE CASTRO,10,VTA,TERRENO,-34.6185848,-58.5110296,140,225000,MONTE CASTRO,10,-58.5124313,1772.20536619087,VTA,TERRENO,-34.6185848,-58.5110296,140,225000,MONTE CASTRO,10,-58.4696396292247,4026.77167828108,205,Obelisco,11985.6921710274
127,VTA,TERRENO,-34.6112638,-58.5109315,170,365000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6112638,-58.5109315,170,365000,VILLA DEVOTO SUR,11,-58.5124313,965.244756509728,VTA,TERRENO,-34.6112638,-58.5109315,170,365000,VILLA DEVOTO SUR,11,-58.4696396292247,4357.9597671862,183,Obelisco,11892.7330699297
128,VTA,TERRENO,-34.6535963,-58.5108504,248,260000,MATADEROS,9,VTA,TERRENO,-34.6535963,-58.5108504,248,260000,MATADEROS,9,-58.5021311,2083.79422583253,VTA,TERRENO,-34.6535963,-58.5108504,248,260000,MATADEROS,9,-58.4696396292247,4552.30772102867,294,Obelisco,13080.5427132727
129,VTA,TERRENO,-34.6093512,-58.5107188,824,1350000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6093512,-58.5107188,824,1350000,VILLA DEVOTO SUR,11,-58.5124313,759.637750674856,VTA,TERRENO,-34.6093512,-58.5107188,824,1350000,VILLA DEVOTO SUR,11,-58.4810135036721,4436.05956394291,240,Obelisco,11860.3459426773
130,VTA,TERRENO,-34.5816341,-58.510646,149,260000,VILLA PUEYRREDON,12,VTA,TERRENO,-34.5816341,-58.510646,149,260000,VILLA PUEYRREDON,12,-58.5170793,593.546411841407,VTA,TERRENO,-34.5816341,-58.510646,149,260000,VILLA PUEYRREDON,12,-58.4863853478891,2369.32337167735,99,Obelisco,12090.0844377676
131,VTA,TERRENO,-34.5889164,-58.5106013,178,250000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5889164,-58.5106013,178,250000,VILLA DEVOTO NORTE,11,-58.5170793,1053.8147094899,VTA,TERRENO,-34.5889164,-58.5106013,178,250000,VILLA DEVOTO NORTE,11,-58.4863853478891,2749.32072918134,223,Obelisco,11947.9937076138
132,VTA,TERRENO,-34.6569646,-58.5104993,180,260000,MATADEROS,9,VTA,TERRENO,-34.6569646,-58.5104993,180,260000,MATADEROS,9,-58.5021311,2422.70162612789,VTA,TERRENO,-34.6569646,-58.5104993,180,260000,MATADEROS,9,-58.4616517616898,4727.27670687541,307,Obelisco,13213.8988791699
133,VTA,TERRENO,-34.5913479,-58.510279,196,600000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5913479,-58.510279,196,600000,VILLA DEVOTO NORTE,11,-58.5124313,1269.39311128045,VTA,TERRENO,-34.5913479,-58.510279,196,600000,VILLA DEVOTO NORTE,11,-58.4863853478891,2893.86143557283,243,Obelisco,11884.3714509744
134,VTA,TERRENO,-34.6557726,-58.5102586,304,650000,MATADEROS,9,VTA,TERRENO,-34.6557726,-58.5102586,304,650000,MATADEROS,9,-58.5021311,2290.38265798629,VTA,TERRENO,-34.6557726,-58.5102586,304,650000,MATADEROS,9,-58.4696396292247,4647.62445660904,308,Obelisco,13135.5720115406
135,VTA,TERRENO,-34.650133,-58.5101998,373,340000,MATADEROS,9,VTA,TERRENO,-34.650133,-58.5101998,373,340000,MATADEROS,9,-58.5021311,1708.6104928009,VTA,TERRENO,-34.650133,-58.5101998,373,340000,MATADEROS,9,-58.4696396292247,4298.06757838611,195,Obelisco,12868.2534026057
136,VTA,TERRENO,-34.62993,-58.509829,131,175000,VILLA LURO,10,VTA,TERRENO,-34.62993,-58.509829,131,175000,VILLA LURO,10,-58.5021311,994.823760464526,VTA,TERRENO,-34.62993,-58.509829,131,175000,VILLA LURO,10,-58.4696396292247,3686.24591506238,161,Obelisco,12114.856749087
137,VTA,TERRENO,-34.631364,-58.509828,394,400000,VILLA LURO,10,VTA,TERRENO,-34.631364,-58.509828,394,400000,VILLA LURO,10,-58.5021311,889.832726012257,VTA,TERRENO,-34.631364,-58.509828,394,400000,VILLA LURO,10,-58.4696396292247,3685.83487048493,174,Obelisco,12153.8273764752
138,VTA,TERRENO,-34.614644,-58.509746,277,500000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.614644,-58.509746,277,500000,VILLA DEVOTO SUR,11,-58.5124313,1352.97608699704,VTA,TERRENO,-34.614644,-58.509746,277,500000,VILLA DEVOTO SUR,11,-58.4696396292247,4086.89625450706,183,Obelisco,11816.5746066681
139,VTA,TERRENO,-34.587848,-58.509682,433,599000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.587848,-58.509682,433,599000,VILLA DEVOTO NORTE,11,-58.5170793,1012.75279633655,VTA,TERRENO,-34.587848,-58.509682,433,599000,VILLA DEVOTO NORTE,11,-58.4863853478891,2611.76731684314,234,Obelisco,11881.5300996528
140,VTA,TERRENO,-34.579576,-58.509599,357,450000,VILLA PUEYRREDON,12,VTA,TERRENO,-34.579576,-58.509599,357,450000,VILLA PUEYRREDON,12,-58.5170793,706.104910686342,VTA,TERRENO,-34.579576,-58.509599,357,450000,VILLA PUEYRREDON,12,-58.4863853478891,2208.37495430234,97,Obelisco,12044.8926996534
141,VTA,TERRENO,-34.6544521,-58.509543,262,265000,MATADEROS,9,VTA,TERRENO,-34.6544521,-58.509543,262,265000,MATADEROS,9,-58.5021311,2130.56957582359,VTA,TERRENO,-34.6544521,-58.509543,262,265000,MATADEROS,9,-58.4696396292247,4508.11205226405,302,Obelisco,13012.7286439946
142,VTA,TERRENO,-34.60192,-58.509542,207,515000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.60192,-58.509542,207,515000,VILLA DEVOTO NORTE,11,-58.5124313,277.173554697153,VTA,TERRENO,-34.60192,-58.509542,207,515000,VILLA DEVOTO NORTE,11,-58.4863853478891,3726.71702254566,234,Obelisco,11738.1804190438
143,VTA,TERRENO,-34.6072061,-58.509465,164,270000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6072061,-58.509465,164,270000,VILLA DEVOTO SUR,11,-58.5124313,573.858802528442,VTA,TERRENO,-34.6072061,-58.509465,164,270000,VILLA DEVOTO SUR,11,-58.4810135036721,4178.02114209964,237,Obelisco,11735.4099385794
144,VTA,TERRENO,-34.5899445,-58.5093441,390,290000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5899445,-58.5093441,390,290000,VILLA DEVOTO NORTE,11,-58.5170793,1213.4395616005,VTA,TERRENO,-34.5899445,-58.5093441,390,290000,VILLA DEVOTO NORTE,11,-58.4863853478891,2727.97126483544,250,Obelisco,11818.4098154602
145,VTA,TERRENO,-34.6069276,-58.5093401,500,750000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6069276,-58.5093401,500,750000,VILLA DEVOTO SUR,11,-58.5124313,552.64306467892,VTA,TERRENO,-34.6069276,-58.5093401,500,750000,VILLA DEVOTO SUR,11,-58.4810135036721,4146.75438364168,235,Obelisco,11723.0015204695
146,VTA,TERRENO,-34.5789678,-58.5090176,153,240000,VILLA PUEYRREDON,12,VTA,TERRENO,-34.5789678,-58.5090176,153,240000,VILLA PUEYRREDON,12,-58.501898,674.88564172301,VTA,TERRENO,-34.5789678,-58.5090176,153,240000,VILLA PUEYRREDON,12,-58.4863853478891,2139.71975015841,103,Obelisco,12008.1876284535
147,VTA,TERRENO,-34.6044312,-58.5089295,150,470000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6044312,-58.5089295,150,470000,VILLA DEVOTO SUR,11,-58.5124313,377.030272847398,VTA,TERRENO,-34.6044312,-58.5089295,150,470000,VILLA DEVOTO SUR,11,-58.4810135036721,3910.02308383221,236,Obelisco,11680.3844680812
148,VTA,TERRENO,-34.622118,-58.508875,211,440000,MONTE CASTRO,10,VTA,TERRENO,-34.622118,-58.508875,211,440000,MONTE CASTRO,10,-58.5021311,1685.21448767241,VTA,TERRENO,-34.622118,-58.508875,211,440000,MONTE CASTRO,10,-58.4696396292247,3721.95491451547,282,Obelisco,11850.9123360851
149,VTA,TERRENO,-34.6105377,-58.5087321,251,330000,VILLA DEVOTO SUR,11,VTA,TERRENO,-34.6105377,-58.5087321,251,330000,VILLA DEVOTO SUR,11,-58.5124313,938.336552157036,VTA,TERRENO,-34.6105377,-58.5087321,251,330000,VILLA DEVOTO SUR,11,-58.4696396292247,4225.98957058873,218,Obelisco,11686.0711139303
150,VTA,TERRENO,-34.6178697,-58.5086797,300,430000,MONTE CASTRO,10,VTA,TERRENO,-34.6178697,-58.5086797,300,430000,MONTE CASTRO,10,-58.5124313,1722.91731838215,VTA,TERRENO,-34.6178697,-58.5086797,300,430000,MONTE CASTRO,10,-58.4696396292247,3852.9524564192,224,Obelisco,11761.4519567125
151,VTA,TERRENO,-34.6668158,-58.5084701,750,250000,MATADEROS,9,VTA,TERRENO,-34.6668158,-58.5084701,750,250000,MATADEROS,9,-58.4925366,2409.96022058464,VTA,TERRENO,-34.6668158,-58.5084701,750,250000,MATADEROS,9,-58.4616517616898,5021.75474870665,200,Obelisco,13576.8419913394
152,VTA,TERRENO,-34.6313422,-58.5083554,153,375000,VILLA LURO,10,VTA,TERRENO,-34.6313422,-58.5083554,153,375000,VILLA LURO,10,-58.5021311,788.714519703188,VTA,TERRENO,-34.6313422,-58.5083554,153,375000,VILLA LURO,10,-58.4696396292247,3550.78233980538,178,Obelisco,12022.5763074903
153,VTA,TERRENO,-34.657279,-58.508291,200,282000,MATADEROS,9,VTA,TERRENO,-34.657279,-58.508291,200,282000,MATADEROS,9,-58.5021311,2400.28015629084,VTA,TERRENO,-34.657279,-58.508291,200,282000,MATADEROS,9,-58.4616517616898,4547.7222152351,327,Obelisco,13048.8974522224
154,VTA,TERRENO,-34.6644884,-58.5081814,400,250000,MATADEROS,9,VTA,TERRENO,-34.6644884,-58.5081814,400,250000,MATADEROS,9,-58.4925366,2605.38669102382,VTA,TERRENO,-34.6644884,-58.5081814,400,250000,MATADEROS,9,-58.4616517616898,4869.53214141417,237,Obelisco,13422.8014745256
155,VTA,TERRENO,-34.6548324,-58.5081807,207,390000,MATADEROS,9,VTA,TERRENO,-34.6548324,-58.5081807,207,390000,MATADEROS,9,-58.5021311,2134.79409950308,VTA,TERRENO,-34.6548324,-58.5081807,207,390000,MATADEROS,9,-58.4696396292247,4432.69306598671,327,Obelisco,12918.6443177027
156,VTA,TERRENO,-34.5911955,-58.5080558,1975,690000,VILLA DEVOTO NORTE,11,VTA,TERRENO,-34.5911955,-58.5080558,1975,690000,VILLA DEVOTO NORTE,11,-58.501898,1314.50192722386,VTA,TERRENO,-34.5911955,-58.5080558,1975,690000,VILLA DEVOTO NORTE,11,-58.4863853478891,2730.95894749038,262,Obelisco,11683.8288603069
